screenName,tags,avatar,followersCount,friendsCount,lang,lastSeen,tweetId,id,friends
"""""""emmacoburn24""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/631672945962840064/VMymoXjR_normal.jpg""""""",170,182,"""""""en""""""",1472264688450,"""""""769303696152952832""""""",97686,"[79366, 63658, 21779, 54813, 71040, 79388, 85096]"
"""""""__LoWo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/761792894399315968/SA6Qa_ig_normal.jpg""""""",1261,693,"""""""en""""""",1472257921609,"""""""769297944709369856""""""",65654,"[26590, 64748, 89709, 72301, 33083, 78827, 28938, 55951, 76435]"
"""""""JennyJohnsonHi5""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/1596583013/securedownload_normal.jpeg""""""",412132,1087,"""""""en""""""",1472258360446,"""""""769298308388892672""""""",94038,"[64963, 18756, 71397, 33862, 63336, 85096, 20811, 42059, 50446, 26641, 21779, 75509, 11257, 62524, 99615]"
"""""""ParkerDonovan""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767533261199331328/B8GZssO7_normal.jpg""""""",451,350,"""""""en""""""",1472261145777,"""""""769301030752313344""""""",11257,"[39483, 37460, 62285, 82371, 97686, 14184, 96534, 42136]"
"""""""daisy__meyer""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/757600775698780160/pX7m0Odl_normal.jpg""""""",735,570,"""""""en""""""",1472266929531,"""""""769305954089328640""""""",30236,"[64963, 18756, 61958, 63336, 85096, 98571, 42059, 50446, 26641, 75509, 50713, 97562, 62524, 11257, 99615]"
"""""""Feehlo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766731221099577349/6loUNFTr_normal.jpg""""""",273,232,"""""""en""""""",1472267011848,"""""""769306026713681920""""""",63658,"[97562, 33022, 60709, 96540, 45343, 64748, 51555]"
"""""""saraharrison330""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/760038751942823936/mAXpR30R_normal.jpg""""""",240,808,"""""""en""""""",1472268515175,"""""""769307414596243456""""""",18648,"[25063, 45660]"
"""""""laurenjarrett21""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768835228878024704/cic0VX7U_normal.jpg""""""",645,419,"""""""en""""""",1472268587067,"""""""769307513732886529""""""",43754,"[83420, 48297, 73172, 77735]"
"""""""courteneyboycee""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768550067615793153/XayPmU08_normal.jpg""""""",292,283,"""""""en""""""",1472257585119,"""""""769297678920327168""""""",31727,[21104]
"""""""kojibarnaby""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/752270452202934272/j2WrRhr3_normal.jpg""""""",119,128,"""""""en""""""",1472258063501,"""""""769298044684754944""""""",30034,"[90963, 14184, 87130, 71397, 42059]"
"""""""cliphy""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/1877330591/Astro_Boy_Headshot_normal.jpg""""""",124,315,"""""""en""""""",1472266639794,"""""""769305624920395776""""""",37000,"[53463, 28938, 83845]"
"""""""sarabords99""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/733693322745778176/Lm0Nupi1_normal.jpg""""""",110,104,"""""""en""""""",1472260486847,"""""""769300291749490688""""""",95844,[]
"""""""LauraMcEwan61""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/716320856914403328/l_ICQa3n_normal.jpg""""""",159,324,"""""""en""""""",1472249964400,"""""""769293858953977859""""""",87009,"[28938, 26641, 32662, 27294, 99615, 56483, 18470, 62524, 64963, 18756, 20811, 42059, 48338, 37460, 88028, 78307, 63336, 85096, 75509, 11257]"
"""""""scammon1996""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/748892879834189825/dII5VY2U_normal.jpg""""""",179,337,"""""""en""""""",1472265117420,"""""""769304124106108928""""""",83845,"[42136, 37440]"
"""""""AMILLION4JESUS""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/1207113340/Christ_-_Resurrection_-_He_Lives_-_Simon_Dewey_normal.jpg""""""",10999,10966,"""""""en""""""",1472272804860,"""""""769311676579450881""""""",67113,"[55957, 50776, 56170, 26590, 23526, 93033, 60709, 37417, 58746]"
"""""""hannah_berry24""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768287829302530048/uGy8mxpr_normal.jpg""""""",633,714,"""""""en""""""",1472249078622,"""""""769293475443388416""""""",16365,"[96860, 46510, 54183, 42738, 59244, 67746, 96245]"
"""""""DrBillCohen""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768978412052500480/nbxDIw0d_normal.jpg""""""",245,511,"""""""en""""""",1472261000263,"""""""769300851701665793""""""",96534,"[64013, 34355, 71335]"
"""""""siighirwin""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/761021594336571392/ioF0geJJ_normal.jpg""""""",672,122,"""""""en""""""",1472262486111,"""""""769302502835650566""""""",18884,"[58446, 88635, 60199]"
"""""""Charles_Hooker1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/579100483584921601/eitCC0D1_normal.jpg""""""",428,431,"""""""en""""""",1472250964306,"""""""769294234339901440""""""",56483,"[82823, 54525, 66485, 52658, 34181, 24924, 96293, 17614, 42389]"
"""""""aarmenteros1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767500082212179968/2RnX_Yu0_normal.jpg""""""",172,114,"""""""en""""""",1472271139205,"""""""769310089723379712""""""",71040,"[60628, 59666]"
"""""""HandgunsandWine""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/668198316212101121/ePkKmSHK_normal.jpg""""""",149,243,"""""""en""""""",1472270194105,"""""""769304582207987712""""""",58357,"[32472, 73172, 16426, 67746, 21104, 97686]"
"""""""princeforaday""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/763128273136214016/mBktzVBp_normal.jpg""""""",228,352,"""""""en""""""",1472286907836,"""""""769453167641784321""""""",84273,"[90531, 28737, 78827, 10988, 48297]"
"""""""macy_schwartz""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/740235139041636352/I_4fp1Jb_normal.jpg""""""",299,439,"""""""en""""""",1472265665499,"""""""769301712016334848""""""",24482,"[98571, 90576, 11331, 67113, 28938, 34941, 78742]"
"""""""RiLyDo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/735319346071928832/GmzfZNOo_normal.jpg""""""",251,397,"""""""en""""""",1472253379881,"""""""769295104255332352""""""",61728,"[47424, 12354, 32390, 73719, 97053, 45558, 21814, 19411, 37000]"
"""""""ryan_martinez98""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768278521860886528/KRcyvE56_normal.jpg""""""",549,319,"""""""en""""""",1472259532047,"""""""769299272919576576""""""",71991,"[76435, 53165, 86186, 60240, 72423]"
"""""""shinyyylove""""""","""[ """"#gloryoutnow"""" ]""","""""""http://pbs.twimg.com/profile_images/676092754749956096/ACtkh6DI_normal.jpg""""""",19646,540,"""""""en""""""",1472254882808,"""""""769295777709617152""""""",58778,"[94691, 84873, 54841, 82823]"
"""""""Parabataisheart""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/754172555536334848/RFePccIT_normal.jpg""""""",7504,8273,"""""""en""""""",1472265230664,"""""""769302042926059520""""""",32390,"[83940, 18470, 97053, 87009, 42582, 30952, 58446]"
"""""""allimenard""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768902303441190912/I0Pipy1-_normal.jpg""""""",746,822,"""""""en""""""",1472273569570,"""""""769312585531482113""""""",45558,"[54445, 94574, 58649]"
"""""""punchkinpeach""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/760376263810748416/uR6BnNrh_normal.jpg""""""",244,194,"""""""en""""""",1472272631996,"""""""769311446689734657""""""",50713,"[42136, 65249, 26590, 18756, 96293, 90963, 55951, 56195, 64488]"
"""""""pixielaurac""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/751881958196731905/-nxB3Ewq_normal.jpg""""""",458,419,"""""""en""""""",1472260937403,"""""""769300787864494081""""""",33022,"[50748, 45543, 31727, 94574, 90733, 86924, 34355]"
"""""""georgia_cooney_""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/753424416479055873/v81VtCng_normal.jpg""""""",173,307,"""""""en""""""",1472271976137,"""""""769310912222072832""""""",89990,"[56281, 69836, 45954, 85032, 59666, 58446, 21814, 57903, 37417, 94691]"
"""""""tswiftky""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/769205945087975424/UacoZLIh_normal.jpg""""""",153,354,"""""""en""""""",1472268706760,"""""""769307662714564609""""""",86991,"[76140, 33083, 78827, 65249, 33022, 68531, 71040, 51555]"
"""""""crypticedge""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/378800000069641675/f8f92f1d7ffc89e0e2c32ecdbc27d36d_normal.png""""""",2038,2276,"""""""en""""""",1472274121785,"""""""769313244964061184""""""",20467,[96540]
"""""""nannetteramire1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/760993433032929280/D2hoLaS3_normal.jpg""""""",217,113,"""""""en""""""",1472273238278,"""""""769312173856174080""""""",83940,"[85439, 84837, 99719, 74346, 83740, 18648, 25063, 78664]"
"""""""btsxoxojimin""""""","""[ """"#isac2016"""" ]""","""""""http://pbs.twimg.com/profile_images/764482699004252161/YFK-AcGf_normal.jpg""""""",844,136,"""""""en""""""",1472483818041,"""""""770277574132072448""""""",18756,"[79417, 61958, 82547, 56473, 26093, 25056, 28737, 82512, 83940]"
"""""""xokaits_""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/763418848787828736/xK9w7juE_normal.jpg""""""",873,468,"""""""en""""""",1472256269597,"""""""769296720505278464""""""",88912,"[73172, 11331, 96646, 90531, 86186, 59241]"
"""""""BadBoyCoi""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766960259076349957/ApL9Q2df_normal.jpg""""""",343,300,"""""""en""""""",1472258409508,"""""""769298360062844928""""""",37674,[46510]
"""""""mmarqxs""""""","""[ """"#justinssextapeleakedparty"""" ]""","""""""http://pbs.twimg.com/profile_images/768558336488902656/7rR3hjGj_normal.jpg""""""",158,228,"""""""en""""""",1472383751890,"""""""769854584730845184""""""",15113,"[31727, 27712, 29577]"
"""""""HarbertsHealth""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/765702163871825923/toXk2wYS_normal.jpg""""""",2012,649,"""""""en""""""",1472266933111,"""""""769305956740063232""""""",87130,[]
"""""""Eviagallop""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/480174715072282624/0oT_317V_normal.png""""""",1279,1880,"""""""en""""""",1472288081250,"""""""769458097702043648""""""",71335,"[72423, 90733, 50748, 87755]"
"""""""Wallace_FN""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/685411042285895680/9zvSoVGo_normal.jpg""""""",727,282,"""""""en""""""",1472288131702,"""""""769458270897512450""""""",34819,"[16426, 89663, 76435, 37674, 83740, 89709]"
"""""""BailyeP""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/759897227103866884/ejPAZs9q_normal.jpg""""""",409,674,"""""""en""""""",1472251346183,"""""""769294304657440768""""""",54183,"[44897, 62781, 25953, 88912]"
"""""""FreeReignHotRY""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/763082578668716032/sfLk7HD__normal.jpg""""""",147,237,"""""""en""""""",1472264381737,"""""""769303301439492097""""""",59241,[25056]
"""""""PriNeupane""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/758801502152503297/exsB_eJx_normal.jpg""""""",118,154,"""""""en""""""",1472272073234,"""""""769310959189958656""""""",54255,"[37460, 27294, 87527, 97053, 23004]"
"""""""killianmatthew_""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/757591611543003136/JAuwSG0s_normal.jpg""""""",755,743,"""""""en""""""",1472265114180,"""""""769304213495029761""""""",32446,"[99615, 36652, 32472, 45558, 87009, 89663, 63658, 68531, 13783]"
"""""""badassingris""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767490309571739649/kbLazyRW_normal.jpg""""""",532,360,"""""""en""""""",1472266586928,"""""""769305567269707776""""""",14184,"[25063, 82512, 56483, 33083, 86186, 67749, 96293, 77221, 29374, 45660]"
"""""""DavidTDragonite""""""","""[ """"#youtubeisoverparty"""" ]""","""""""http://pbs.twimg.com/profile_images/754821751268216832/CyzqNdp2_normal.jpg""""""",349,333,"""""""en""""""",1472746546678,"""""""771380652360933376""""""",28887,"[37440, 76435, 25063, 82512]"
"""""""aryana_vanessa""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767433026942840832/FpZYMKQZ_normal.jpg""""""",855,581,"""""""en""""""",1472252079959,"""""""769294550405828608""""""",96464,"[47359, 64963, 18756, 63336, 12873, 85096, 42059, 62285, 26641, 75509, 11257, 62524, 99615]"
"""""""Juliannnnnnnn10""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/756943547492806656/eHEJ0fK__normal.jpg""""""",440,367,"""""""en""""""",1472268602850,"""""""769307536776372224""""""",35827,"[87130, 80130, 96293, 37417, 72301, 97562, 63078, 33022, 46274, 32006]"
"""""""hiphippjorge""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/745090857385103364/0RUnUylR_normal.jpg""""""",480,400,"""""""en""""""",1472258186615,"""""""769298159696609280""""""",97053,"[60240, 58649, 82547, 88635, 93033, 77221, 74346, 50748]"
"""""""Happylouistommo""""""","""[ """"#louisweloveyou"""", """"#liamsbirthdayproject"""", """"#larryisoverparty"""" ]""","""""""http://pbs.twimg.com/profile_images/747311640966631424/VAb-xE3p_normal.jpg""""""",383,287,"""""""en""""""",1472806893905,"""""""769304176589279232""""""",89651,"[47359, 59244, 99150, 79366, 89990, 44183, 55951, 58746]"
"""""""PGIYEG""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768133009518178304/Cya4bCxO_normal.jpg""""""",819,2025,"""""""en""""""",1472249658890,"""""""769293707623407616""""""",99719,"[33022, 79388, 82512, 67746]"
"""""""sydney_lynn15""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/764620725823082501/wy9RrJwb_normal.jpg""""""",1329,516,"""""""en""""""",1472254887727,"""""""769295783279599616""""""",42738,"[21104, 54183]"
"""""""KIRiosityy""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/761498687784615940/RSfgWJVe_normal.jpg""""""",1077,459,"""""""en""""""",1472288936761,"""""""769461685144920064""""""",78595,"[47424, 64748, 21814, 73172, 85439, 51555, 32390]"
"""""""sueldooo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/757239094728650752/Flnev3C8_normal.jpg""""""",363,235,"""""""en""""""",1472257649391,"""""""769297721182134276""""""",24924,[]
"""""""iteenagestyles""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/765647951288950784/nFGZ_Kg0_normal.jpg""""""",13170,6897,"""""""en""""""",1472266265316,"""""""769305181871669248""""""",43214,[96646]
"""""""callideane""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767538831142719488/BOwFJ6sA_normal.jpg""""""",354,279,"""""""en""""""",1472265912946,"""""""769304819882270720""""""",20811,"[54628, 68647, 42582]"
"""""""Spawnman625""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/639886207518961664/cjummFLU_normal.jpg""""""",181,443,"""""""en""""""",1472264672472,"""""""769303670114643972""""""",25056,"[33862, 58746, 84873, 76435, 13783, 54515, 54525, 21299, 47424]"
"""""""shelbrrae""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/755114319780601857/PDLbm-GE_normal.jpg""""""",213,363,"""""""en""""""",1472272590875,"""""""769311401437433856""""""",37272,"[71335, 27294, 25056, 51051, 46274, 50776]"
"""""""malmal107""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768597655693975552/a3YadIa2_normal.jpg""""""",230,172,"""""""en""""""",1472264845045,"""""""769303896070168577""""""",78742,[86924]
"""""""jennrilloraza""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/763239377761738753/acqK4Fze_normal.jpg""""""",569,372,"""""""en""""""",1472271239924,"""""""769310220581351424""""""",68054,"[64963, 18756, 63336, 85096, 42059, 26641, 75509, 11257, 62524, 32446, 99615]"
"""""""miriamlass7""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/661139562111070208/kmJ9nQE9_normal.jpg""""""",348,456,"""""""en""""""",1472249091963,"""""""769293483760754693""""""",77735,"[84423, 87009, 11257, 27142, 34819, 83498, 73172, 17614, 48852]"
"""""""tbhanniiie""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/729823380715806721/WezIR_qX_normal.jpg""""""",170,129,"""""""en""""""",1472267267297,"""""""769306257261989889""""""",63652,[]
"""""""AlfredAngelo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/662680420358623232/qUatWK_4_normal.png""""""",18602,3222,"""""""en""""""",1472249079757,"""""""769293478354358272""""""",11005,"[60709, 84702, 94038, 27712, 11835]"
"""""""JoshKellams""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/708135090069475329/RQV1Yau3_normal.jpg""""""",563,406,"""""""en""""""",1472273202613,"""""""769312128817766400""""""",38480,"[32006, 86186, 30952, 76070, 84702, 32472]"
"""""""chrisftcats""""""","""[ """"#happybirthdaydylanobrien"""" ]""","""""""http://pbs.twimg.com/profile_images/727195204403511296/y7EEq8u6_normal.jpg""""""",355,282,"""""""en""""""",1472272352541,"""""""769308384621424640""""""",99615,"[87628, 64748, 26590, 67930, 88028, 26641, 69897, 40635, 26093, 20639]"
"""""""janellygarcia_""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766394094985814020/h_BAhBZ9_normal.jpg""""""",398,217,"""""""en""""""",1472253306742,"""""""769295007664582656""""""",79388,"[89990, 28887, 64488, 29417, 58209, 54525]"
"""""""biebsusbelieves""""""","""[ """"#journalsstansparty"""" ]""","""""""http://pbs.twimg.com/profile_images/768676535033270272/6zRSw7NU_normal.jpg""""""",497,105,"""""""en""""""",1472805755092,"""""""771628526269108224""""""",59666,"[35253, 54515, 82512, 42474]"
"""""""LittleEmsleeee""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/702594345908772866/L_gmjXPE_normal.jpg""""""",857,1103,"""""""en""""""",1472273149065,"""""""769312055467925505""""""",41999,"[27142, 96540, 79829]"
"""""""katie_horanxoxo""""""","""[ """"#louisweloveyou"""" ]""","""""""http://pbs.twimg.com/profile_images/764980947183890432/7faAaXTU_normal.jpg""""""",454,814,"""""""en""""""",1472268657025,"""""""769307604124311552""""""",26093,"[77221, 97686, 78307]"
"""""""RissaFirefly""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/745652412514394113/pSZRiozR_normal.jpg""""""",311,319,"""""""en""""""",1472257165096,"""""""769297537400397829""""""",77720,"[64748, 97562, 79417]"
"""""""matoosack""""""","""[ """"#bundesliga"""" ]""","""""""http://pbs.twimg.com/profile_images/3401949724/66b064280769e472a012e5256b2bc58e_normal.png""""""",114,230,"""""""en""""""",1472253037651,"""""""769294758598602752""""""",48338,"[77720, 64013]"
"""""""garceathompson""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/604197637890301952/cVxqro7W_normal.jpg""""""",161,335,"""""""en""""""",1472288345237,"""""""769458949661667328""""""",54628,"[83498, 46274, 85439, 87009, 53165, 60628, 89663]"
"""""""ChomperDIV7""""""","""[ """"cape canaveral"""" ]""","""""""http://pbs.twimg.com/profile_images/757963147395239936/sfdJrBsb_normal.jpg""""""",302,2574,"""""""en""""""",1472745552519,"""""""771376805412384768""""""",67749,"[35931, 27712, 85439, 11005, 54841, 89999, 53463, 60240, 56281, 32662]"
"""""""eLevateTechno""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/761681149777342468/MQFozN69_normal.jpg""""""",773,151,"""""""en""""""",1472267920856,"""""""769306720002772996""""""",99150,"[34181, 54628, 50748, 83740, 95528, 86924, 31727, 11835]"
"""""""Towcestertaxis""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/3183538116/74ea62d8db217c67f61c271315d1b369_normal.jpeg""""""",986,1457,"""""""en""""""",1472272266757,"""""""769311068782993408""""""",20639,"[97053, 43754, 45660, 86924, 10365]"
"""""""lilbeanfinn""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/765641293666086912/vQokqXXt_normal.jpg""""""",856,1576,"""""""en""""""",1472262994863,"""""""769298685310238721""""""",33250,"[90531, 33127, 35827, 76140, 95844]"
"""""""VINCommunity""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/583305842490920960/cDtBpg2z_normal.jpg""""""",563,105,"""""""en""""""",1472254590582,"""""""769295466425094144""""""",85885,"[64963, 18756, 23526, 63336, 85096, 42059, 62524, 26641, 30483, 75509, 56473, 83740, 11257, 99615]"
"""""""AtlanticRock""""""","""[ """"sum 41"""" ]""","""""""http://pbs.twimg.com/profile_images/2939351921/2b80ad500a743599ad676daf7ccce363_normal.png""""""",919,1091,"""""""en""""""",1472287883522,"""""""769457266462494720""""""",45954,"[30236, 72301, 69836, 41999, 54841, 83940, 21779, 78827, 20189]"
"""""""emilyw0163""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/769064883568738305/dWZ9l_ry_normal.jpg""""""",337,456,"""""""en""""""",1472257953782,"""""""769295373907156992""""""",76404,"[86532, 61728, 78595, 76425, 25063, 30952, 44183, 97562, 21779]"
"""""""maileyhanes""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/762025329535750145/31SzEgDx_normal.jpg""""""",680,481,"""""""en""""""",1472256163546,"""""""769296606134808576""""""",23004,"[20241, 23526, 39483, 62781, 24482, 40635, 48114, 56281, 87130]"
"""""""Jkellz_5""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/755586755223576577/pHn2pW4f_normal.jpg""""""",392,505,"""""""en""""""",1472262339307,"""""""769302377153298433""""""",88028,[50776]
"""""""JasonBruderer""""""","""[ """"#ifa2016"""" ]""","""""""http://pbs.twimg.com/profile_images/755842460488568834/CGaxGRXW_normal.jpg""""""",1479,1415,"""""""en""""""",1472745554833,"""""""771376824807030784""""""",91782,"[83498, 54445, 33862, 65249, 12976]"
"""""""palmerbrittany_""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/721764224523866112/gTD2bdln_normal.jpg""""""",549,199,"""""""en""""""",1472268278579,"""""""769307133380734976""""""",48297,"[34181, 48297, 78664, 31523, 90963, 32390, 58746, 94979, 45660, 36652]"
"""""""caramelapplemeg""""""","""[ """"#backtohogwarts"""" ]""","""""""http://pbs.twimg.com/profile_images/729251928920588288/tGqLimKQ_normal.jpg""""""",593,263,"""""""en""""""",1472736066638,"""""""771337057419472896""""""",90733,"[34819, 90152, 34941, 58209, 47359, 90576]"
"""""""craicful""""""","""[ """"#respecttylerjoseph"""", """"#confidentfor5sos"""" ]""","""""""http://pbs.twimg.com/profile_images/770668873704153090/JykycSMN_normal.jpg""""""",16113,665,"""""""en""""""",1472732453403,"""""""769310623171809281""""""",12275,[]
"""""""singermalie""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/751196357914816512/bcTJjJnW_normal.jpg""""""",1109,146,"""""""en""""""",1472258971988,"""""""769298758400151552""""""",30483,"[59666, 56195, 75509, 86186]"
"""""""miran_chap""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767273054627954688/4Z-MxfHO_normal.jpg""""""",176,182,"""""""en""""""",1472265045211,"""""""769304139499048960""""""",33083,"[87527, 95528, 45543, 71472, 98571, 26590]"
"""""""kkennynicole""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768076875860025344/JraTNnko_normal.jpg""""""",194,229,"""""""en""""""",1472251666925,"""""""769294382780473345""""""",63078,"[54628, 52658, 20639, 18884, 25063, 38480, 31523, 94979, 35827]"
"""""""VxArc""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/652130130769375232/dAHXX20s_normal.jpg""""""",36906,37286,"""""""en""""""",1472272970503,"""""""769303657905094656""""""",66485,"[90627, 26641, 42136, 99615, 33083, 62524, 47424, 64963, 18756, 87755, 42059, 44897, 23526, 63336, 85096, 75509, 65654, 11257, 58746]"
"""""""wrb_charles""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768892103816601601/x4zUVQmL_normal.jpg""""""",340,529,"""""""en""""""",1472261471053,"""""""769301376627277825""""""",45543,"[79417, 78742, 35931, 76435, 42136]"
"""""""noah_rosado58""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/764342264252346368/5-kRaYtO_normal.jpg""""""",273,292,"""""""en""""""",1472251615321,"""""""769294358755639297""""""",86186,"[63336, 76404, 78664, 58446]"
"""""""stephgraingerr""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767853440303259648/vxnYx0B5_normal.jpg""""""",224,289,"""""""en""""""",1472250663479,"""""""769294102299041793""""""",67746,"[58209, 94452, 12354, 10988]"
"""""""spokaneindians""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768290611552137216/ZGXhw-2y_normal.jpg""""""",7233,438,"""""""en""""""",1472256831047,"""""""769297290875985920""""""",71472,"[50446, 58992, 33083]"
"""""""NicoleTaffer""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/2438545766/692otf994epw731sjpmd_normal.jpeg""""""",18599,789,"""""""en""""""",1472274001572,"""""""769313103918030848""""""",87755,"[85885, 18648, 54515]"
"""""""Intermountain""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/207584311/Logo-for-Twitter_normal.jpg""""""",20584,11588,"""""""en""""""",1472255230418,"""""""769296117297184768""""""",77221,"[47359, 57429, 42738, 42059]"
