index,Sku,Style Id,Catalog,Category,Weight,TP 1,TP 2,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
401,Os116_14254_3XL,Os116_14254,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
402,Os113_3090_S,Os113_3090,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
403,Os113_3090_M,Os113_3090,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
404,Os113_3090_L,Os113_3090,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
405,Os113_3090_XL,Os113_3090,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
406,Os113_3090_2XL,Os113_3090,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
407,Os113_3090_3XL,Os113_3090,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
408,Os111_3074_S,Os111_3074,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
409,Os111_3074_M,Os111_3074,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
410,Os111_3074_L,Os111_3074,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
411,Os111_3074_XL,Os111_3074,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
412,Os111_3074_2XL,Os111_3074,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
413,Os111_3074_3XL,Os111_3074,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
414,Os123_1332_S,Os123_1332,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
415,Os123_1332_M,Os123_1332,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
416,Os123_1332_L,Os123_1332,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
417,Os123_1332_XL,Os123_1332,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
418,Os123_1332_2XL,Os123_1332,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
419,Os123_1332_3XL,Os123_1332,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
420,Os141_1331_S,Os141_1331,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
421,Os141_1331_M,Os141_1331,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
422,Os141_1331_L,Os141_1331,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
423,Os141_1331_XL,Os141_1331,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
424,Os141_1331_2XL,Os141_1331,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
425,Os141_1331_3XL,Os141_1331,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
426,Os102_14255_S,Os102_14255,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
427,Os102_14255_M,Os102_14255,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
428,Os102_14255_L,Os102_14255,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
429,Os102_14255_XL,Os102_14255,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
430,Os102_14255_2XL,Os102_14255,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
431,Os102_14255_3XL,Os102_14255,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
432,Os104_1276_S,Os104_1276,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
433,Os104_1276_M,Os104_1276,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
434,Os104_1276_L,Os104_1276,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
435,Os104_1276_XL,Os104_1276,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
436,Os104_1276_2XL,Os104_1276,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
437,Os104_1276_3XL,Os104_1276,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
438,Os106_14213_S,Os106_14213,Mix,Kurta,0.3,581,470.61,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
439,Os106_14213_M,Os106_14213,Mix,Kurta,0.3,581,470.61,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
440,Os106_14213_L,Os106_14213,Mix,Kurta,0.3,581,470.61,2395,2395,2395,2395,2395,2395,2495,2395,2395,2495
441,Os106_14213_XL,Os106_14213,Mix,Kurta,0.3,581,470.61,2395,2395,2395,2395,2395,2395,2495,2395,2395,2495
442,Os106_14213_2XL,Os106_14213,Mix,Kurta,0.3,581,470.61,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
443,Os106_14213_3XL,Os106_14213,Mix,Kurta,0.3,581,470.61,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
444,Os105_3062_S,Os105_3062,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
445,Os105_3062_M,Os105_3062,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
446,Os105_3062_L,Os105_3062,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
447,Os105_3062_XL,Os105_3062,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
448,Os105_3062_2XL,Os105_3062,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
449,Os105_3062_3XL,Os105_3062,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
450,Os109_3095_S,Os109_3095,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
451,Os109_3095_M,Os109_3095,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
452,Os109_3095_L,Os109_3095,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
453,Os109_3095_XL,Os109_3095,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
454,Os109_3095_2XL,Os109_3095,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
455,Os109_3095_3XL,Os109_3095,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
456,Os173_3090_S,Os173_3090,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
457,Os173_3090_M,Os173_3090,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
458,Os173_3090_L,Os173_3090,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
459,Os173_3090_XL,Os173_3090,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
460,Os173_3090_2XL,Os173_3090,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
461,Os173_3090_3XL,Os173_3090,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
462,Os187_5073_S,Os187_5073,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
463,Os187_5073_M,Os187_5073,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
464,Os187_5073_L,Os187_5073,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
465,Os187_5073_XL,Os187_5073,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
466,Os187_5073_2XL,Os187_5073,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
467,Os187_5073_3XL,Os187_5073,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
468,Os215_5072_S,Os215_5072,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
469,Os215_5072_M,Os215_5072,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
470,Os215_5072_L,Os215_5072,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
471,Os215_5072_XL,Os215_5072,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
472,Os215_5072_2XL,Os215_5072,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
473,Os215_5072_3XL,Os215_5072,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
474,Os103_4171_S,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
475,Os103_4171_XS,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
476,Os103_4171_M,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
477,Os103_4171_L,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
478,Os103_4171_XL,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
479,Os103_4171_2XL,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
480,Os103_4171_3XL,Os103_4171,Mix,Kurta,0.3,500,405.00,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
481,Os216_3095_M,Os216_3095,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
482,Os216_3095_S,Os216_3095,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
483,Os216_3095_L,Os216_3095,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
484,Os216_3095_XL,Os216_3095,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
485,Os216_3095_2XL,Os216_3095,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
486,Os216_3095_3XL,Os216_3095,Mix,Kurta,0.3,457,370.17,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
487,Os217_5071_S,Os217_5071,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
488,Os217_5071_M,Os217_5071,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
489,Os217_5071_L,Os217_5071,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
490,Os217_5071_XL,Os217_5071,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
491,Os217_5071_2XL,Os217_5071,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
492,Os217_5071_3XL,Os217_5071,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
493,Os152_S,Os152,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
494,Os152_M,Os152,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
495,Os152_L,Os152,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
496,Os152_XL,Os152,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
497,Os152_2XL,Os152,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
498,Os152_3XL,Os152,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
499,Os149_S,Os149,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
500,Os149_M,Os149,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
501,Os149_L,Os149,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
502,Os149_XL,Os149,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
503,Os149_2XL,Os149,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
504,Os149_3XL,Os149,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
505,Os221_S,Os221,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
506,Os221_M,Os221,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
507,Os221_L,Os221,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
508,Os221_XL,Os221,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
509,Os221_2XL,Os221,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
510,Os221_3XL,Os221,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
511,Os153_S,Os153,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
512,Os153_M,Os153,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
513,Os153_L,Os153,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
514,Os153_XL,Os153,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
515,Os153_2XL,Os153,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
516,Os153_3XL,Os153,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
517,Os158_S,Os158,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
518,Os158_M,Os158,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
519,Os158_L,Os158,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
520,Os158_XL,Os158,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
521,Os158_2XL,Os158,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
522,Os158_3XL,Os158,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
523,Os150_S,Os150,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
524,Os150_M,Os150,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
525,Os150_L,Os150,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
526,Os150_XL,Os150,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
527,Os150_2XL,Os150,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
528,Os150_3XL,Os150,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
529,Os148_S,Os148,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
530,Os148_M,Os148,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
531,Os148_L,Os148,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
532,Os148_XL,Os148,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
533,Os148_2XL,Os148,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
534,Os148_3XL,Os148,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
535,Os154_S,Os154,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
536,Os154_M,Os154,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
537,Os154_L,Os154,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
538,Os154_XL,Os154,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
539,Os154_2XL,Os154,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
540,Os154_3XL,Os154,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
541,Os164_S,Os164,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
542,Os164_M,Os164,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
543,Os164_L,Os164,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
544,Os164_XL,Os164,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
545,Os164_2XL,Os164,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
546,Os164_3XL,Os164,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
547,Os168_S,Os168,Mix,Kurta,0.3,395,319.95,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
548,Os168_M,Os168,Mix,Kurta,0.3,395,319.95,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
549,Os168_L,Os168,Mix,Kurta,0.3,395,319.95,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
550,Os168_XL,Os168,Mix,Kurta,0.3,395,319.95,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
551,Os168_2XL,Os168,Mix,Kurta,0.3,395,319.95,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
552,Os168_3XL,Os168,Mix,Kurta,0.3,395,319.95,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
553,Os157_S,Os157,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
554,Os157_M,Os157,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
555,Os157_L,Os157,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
556,Os157_XL,Os157,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
557,Os157_2XL,Os157,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
558,Os157_3XL,Os157,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
559,Os167_XS,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
560,Os167_S,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
561,Os167_M,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
562,Os167_L,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
563,Os167_XL,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
564,Os167_2XL,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
565,Os167_3XL,Os167,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
566,Os161_S,Os161,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
567,Os161_M,Os161,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
568,Os161_L,Os161,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
569,Os161_XL,Os161,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
570,Os161_2XL,Os161,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
571,Os161_3XL,Os161,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
572,Os135_14274_S,Os135_14274,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
573,Os135_14274_M,Os135_14274,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
574,Os135_14274_L,Os135_14274,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
575,Os135_14274_XL,Os135_14274,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
576,Os135_14274_2XL,Os135_14274,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
577,Os137_14380_S,Os137_14380,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
578,Os137_14380_M,Os137_14380,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
579,Os137_14380_L,Os137_14380,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
580,Os137_14380_XL,Os137_14380,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
581,Os137_14380_2XL,Os137_14380,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
582,Os138_14206_S,Os138_14206,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
583,Os138_14206_M,Os138_14206,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
584,Os138_14206_L,Os138_14206,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
585,Os138_14206_XL,Os138_14206,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
586,Os138_14206_2XL,Os138_14206,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
587,Os139_14275_S,Os139_14275,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
588,Os139_14275_M,Os139_14275,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
589,Os139_14275_L,Os139_14275,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
590,Os139_14275_XL,Os139_14275,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
591,Os139_14275_2XL,Os139_14275,Mix,Gown,0.4,695,562.95,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
592,Os254_15374_S,Os254_15374,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
593,Os254_15374_M,Os254_15374,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
594,Os254_15374_L,Os254_15374,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
595,Os254_15374_XL,Os254_15374,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
596,Os254_15374_2XL,Os254_15374,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
597,Os254_15374_3XL,Os254_15374,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
598,Os255_15375_S,Os255_15375,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
599,Os255_15375_M,Os255_15375,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
600,Os255_15375_L,Os255_15375,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
601,Os255_15375_XL,Os255_15375,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
602,Os255_15375_2XL,Os255_15375,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
603,Os255_15375_3XL,Os255_15375,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
604,Os256_15376_S,Os256_15376,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
605,Os256_15376_M,Os256_15376,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
606,Os256_15376_L,Os256_15376,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
607,Os256_15376_XL,Os256_15376,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
608,Os256_15376_2XL,Os256_15376,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
609,Os256_15376_3XL,Os256_15376,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
610,Os257_15377_S,Os257_15377,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
611,Os257_15377_M,Os257_15377,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
612,Os257_15377_L,Os257_15377,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
