index,SKU Code,Design No.,Stock,Category,Size,Color
4954,JNE3610-KR-XL,JNE3610,40.0,KURTA,XL,TEAL GREEN 
4955,JNE3610-KR-XS,JNE3610,20.0,KURTA,XS,TEAL GREEN 
4956,JNE3610-KR-XXL,JNE3610,17.0,KURTA,XXL,TEAL GREEN 
4957,JNE3610-KR-XXXL,JNE3610,3.0,KURTA,XXXL,TEAL GREEN 
4958,JNE3611-KR-L,JNE3611,267.0,KURTA,L,Black
4959,JNE3611-KR-M,JNE3611,217.0,KURTA,M,Black
4960,JNE3611-KR-S,JNE3611,304.0,KURTA,S,Black
4961,JNE3611-KR-XL,JNE3611,140.0,KURTA,XL,Black
4962,JNE3611-KR-XS,JNE3611,260.0,KURTA,XS,Black
4963,JNE3611-KR-XXL,JNE3611,98.0,KURTA,XXL,Black
4964,JNE3611-KR-XXXL,JNE3611,207.0,KURTA,XXXL,Black
4965,JNE3612-KR-L,JNE3612,14.0,KURTA,L,Light Green
4966,JNE3612-KR-M,JNE3612,45.0,KURTA,M,Light Green
4967,JNE3612-KR-S,JNE3612,15.0,KURTA,S,Light Green
4968,JNE3612-KR-XL,JNE3612,7.0,KURTA,XL,Light Green
4969,JNE3612-KR-XS,JNE3612,8.0,KURTA,XS,Light Green
4970,JNE3612-KR-XXL,JNE3612,19.0,KURTA,XXL,Light Green
4971,JNE3612-KR-XXXL,JNE3612,2.0,KURTA,XXXL,Light Green
4972,JNE3613-KR-L,JNE3613,779.0,KURTA,L,Teal
4973,JNE3613-KR-M,JNE3613,485.0,KURTA,M,Teal
4974,JNE3613-KR-S,JNE3613,259.0,KURTA,S,Teal
4975,JNE3613-KR-XL,JNE3613,593.0,KURTA,XL,Teal
4976,JNE3613-KR-XS,JNE3613,192.0,KURTA,XS,Teal
4977,JNE3613-KR-XXL,JNE3613,504.0,KURTA,XXL,Teal
4978,JNE3613-KR-XXXL,JNE3613,609.0,KURTA,XXXL,Teal
4979,JNE3614-KR-L,JNE3614,57.0,KURTA,L,TEAL GREEN 
4980,JNE3614-KR-M,JNE3614,76.0,KURTA,M,TEAL GREEN 
4981,JNE3614-KR-S,JNE3614,81.0,KURTA,S,TEAL GREEN 
4982,JNE3614-KR-XL,JNE3614,54.0,KURTA,XL,TEAL GREEN 
4983,JNE3614-KR-XS,JNE3614,17.0,KURTA,XS,TEAL GREEN 
4984,JNE3614-KR-XXL,JNE3614,39.0,KURTA,XXL,TEAL GREEN 
4985,JNE3614-KR-XXXL,JNE3614,27.0,KURTA,XXXL,TEAL GREEN 
4986,JNE3615-KR-L,JNE3615,91.0,KURTA,L,Navy Blue
4987,JNE3615-KR-M,JNE3615,57.0,KURTA,M,Navy Blue
4988,JNE3615-KR-S,JNE3615,68.0,KURTA,S,Navy Blue
4989,JNE3615-KR-XL,JNE3615,22.0,KURTA,XL,Navy Blue
4990,JNE3615-KR-XS,JNE3615,8.0,KURTA,XS,Navy Blue
4991,JNE3615-KR-XXL,JNE3615,13.0,KURTA,XXL,Navy Blue
4992,JNE3615-KR-XXXL,JNE3615,0.0,KURTA,XXXL,Navy Blue
4993,JNE3616-KR-L,JNE3616,5.0,KURTA,L,Maroon
4994,JNE3616-KR-M,JNE3616,7.0,KURTA,M,Maroon
4995,JNE3616-KR-S,JNE3616,16.0,KURTA,S,Maroon
4996,JNE3616-KR-XL,JNE3616,4.0,KURTA,XL,Maroon
4997,JNE3616-KR-XS,JNE3616,5.0,KURTA,XS,Maroon
4998,JNE3616-KR-XXL,JNE3616,3.0,KURTA,XXL,Maroon
4999,JNE3616-KR-XXXL,JNE3616,6.0,KURTA,XXXL,Maroon
5000,JNE3617-KR-L,JNE3617,44.0,KURTA,L,Black
5001,JNE3617-KR-M,JNE3617,47.0,KURTA,M,Black
5002,JNE3617-KR-S,JNE3617,120.0,KURTA,S,Black
5003,JNE3617-KR-XL,JNE3617,45.0,KURTA,XL,Black
5004,JNE3617-KR-XS,JNE3617,13.0,KURTA,XS,Black
5005,JNE3617-KR-XXL,JNE3617,91.0,KURTA,XXL,Black
5006,JNE3617-KR-XXXL,JNE3617,3.0,KURTA,XXXL,Black
5007,JNE3618-KR-L,JNE3618,1.0,KURTA,L,Teal
5008,JNE3618-KR-M,JNE3618,9.0,KURTA,M,Teal
5009,JNE3618-KR-S,JNE3618,7.0,KURTA,S,Teal
5010,JNE3618-KR-XL,JNE3618,5.0,KURTA,XL,Teal
5011,JNE3618-KR-XS,JNE3618,8.0,KURTA,XS,Teal
5012,JNE3618-KR-XXL,JNE3618,2.0,KURTA,XXL,Teal
5013,JNE3618-KR-XXXL,JNE3618,13.0,KURTA,XXXL,Teal
5014,JNE3619-KR-L,JNE3619,10.0,KURTA,L,Black
5015,JNE3619-KR-M,JNE3619,9.0,KURTA,M,Black
5016,JNE3619-KR-S,JNE3619,24.0,KURTA,S,Black
5017,JNE3619-KR-XL,JNE3619,10.0,KURTA,XL,Black
5018,JNE3619-KR-XS,JNE3619,3.0,KURTA,XS,Black
5019,JNE3619-KR-XXL,JNE3619,4.0,KURTA,XXL,Black
5020,JNE3619-KR-XXXL,JNE3619,1.0,KURTA,XXXL,Black
5021,JNE3620-KR-L,JNE3620,14.0,KURTA,L,Magenta
5022,JNE3620-KR-M,JNE3620,23.0,KURTA,M,Magenta
5023,JNE3620-KR-S,JNE3620,21.0,KURTA,S,Magenta
5024,JNE3620-KR-XL,JNE3620,20.0,KURTA,XL,Magenta
5025,JNE3620-KR-XS,JNE3620,1.0,KURTA,XS,Magenta
5026,JNE3620-KR-XXL,JNE3620,2.0,KURTA,XXL,Magenta
5027,JNE3620-KR-XXXL,JNE3620,2.0,KURTA,XXXL,Magenta
5028,JNE3621-KR-L,JNE3621,9.0,KURTA,L,OFF WHITE
5029,JNE3621-KR-M,JNE3621,4.0,KURTA,M,OFF WHITE
5030,JNE3621-KR-S,JNE3621,8.0,KURTA,S,OFF WHITE
5031,JNE3621-KR-XL,JNE3621,5.0,KURTA,XL,OFF WHITE
5032,JNE3621-KR-XS,JNE3621,18.0,KURTA,XS,OFF WHITE
5033,JNE3621-KR-XXL,JNE3621,5.0,KURTA,XXL,OFF WHITE
5034,JNE3621-KR-XXXL,JNE3621,17.0,KURTA,XXXL,OFF WHITE
5035,JNE3622-KR-L,JNE3622,5.0,KURTA,L,Black
5036,JNE3622-KR-M,JNE3622,2.0,KURTA,M,Black
5037,JNE3622-KR-S,JNE3622,38.0,KURTA,S,Black
5038,JNE3622-KR-XL,JNE3622,1.0,KURTA,XL,Black
5039,JNE3622-KR-XS,JNE3622,25.0,KURTA,XS,Black
5040,JNE3622-KR-XXL,JNE3622,6.0,KURTA,XXL,Black
5041,JNE3622-KR-XXXL,JNE3622,2.0,KURTA,XXXL,Black
5042,JNE3623-KR-L,JNE3623,0.0,KURTA,L,Green
5043,JNE3623-KR-M,JNE3623,2.0,KURTA,M,Green
5044,JNE3623-KR-S,JNE3623,2.0,KURTA,S,Green
5045,JNE3623-KR-XL,JNE3623,0.0,KURTA,XL,Green
5046,JNE3623-KR-XS,JNE3623,6.0,KURTA,XS,Green
5047,JNE3623-KR-XXL,JNE3623,0.0,KURTA,XXL,Green
5048,JNE3623-KR-XXXL,JNE3623,8.0,KURTA,XXXL,Green
5049,JNE3624-KR-L,JNE3624,0.0,KURTA,L,Taupe
5050,JNE3624-KR-M,JNE3624,0.0,KURTA,M,Taupe
5051,JNE3624-KR-S,JNE3624,3.0,KURTA,S,Taupe
5052,JNE3624-KR-XL,JNE3624,1.0,KURTA,XL,Taupe
5053,,JNE3624,1.0,KURTA,XS,Taupe
5054,JNE3624-KR-XXL,JNE3624,1.0,KURTA,XXL,Taupe
5055,JNE3625-DR-L,JNE3625,5.0,DRESS,L,Peach
5056,JNE3625-DR-M,JNE3625,9.0,DRESS,M,Peach
5057,JNE3625-DR-S,JNE3625,32.0,DRESS,S,Peach
5058,JNE3625-DR-XL,JNE3625,8.0,DRESS,XL,Peach
5059,JNE3625-DR-XS,JNE3625,38.0,DRESS,XS,Peach
5060,JNE3625-DR-XXL,JNE3625,21.0,DRESS,XXL,Peach
5061,JNE3625-DR-XXXL,JNE3625,31.0,DRESS,XXXL,Peach
5062,JNE3626-KR-L,JNE3626,1.0,KURTA,L,Black
5063,JNE3626-KR-M,JNE3626,2.0,KURTA,M,Black
5064,JNE3626-KR-S,JNE3626,4.0,KURTA,S,Black
5065,JNE3626-KR-XL,JNE3626,1.0,KURTA,XL,Black
5066,JNE3626-KR-XXL,JNE3626,2.0,KURTA,XXL,Black
5067,JNE3627-KR-L,JNE3627,2.0,KURTA,L,Turquoise Blue
5068,JNE3627-KR-M,JNE3627,4.0,KURTA,M,Turquoise Blue
5069,JNE3627-KR-S,JNE3627,3.0,KURTA,S,Turquoise Blue
5070,JNE3627-KR-XL,JNE3627,4.0,KURTA,XL,Turquoise Blue
5071,JNE3627-KR-XS,JNE3627,7.0,KURTA,XS,Turquoise Blue
5072,JNE3627-KR-XXL,JNE3627,3.0,KURTA,XXL,Turquoise Blue
5073,JNE3627-KR-XXXL,JNE3627,2.0,KURTA,XXXL,Turquoise Blue
5074,JNE3628-KR-L,JNE3628,3.0,KURTA,L,Brown
5075,JNE3628-KR-M,JNE3628,2.0,KURTA,M,Brown
5076,JNE3628-KR-S,JNE3628,37.0,KURTA,S,Brown
5077,JNE3628-KR-XL,JNE3628,2.0,KURTA,XL,Brown
5078,JNE3628-KR-XS,JNE3628,56.0,KURTA,XS,Brown
5079,JNE3628-KR-XXL,JNE3628,6.0,KURTA,XXL,Brown
5080,JNE3628-KR-XXXL,JNE3628,34.0,KURTA,XXXL,Brown
5081,JNE3629-KR-L,JNE3629,3.0,KURTA,L,Green
5082,JNE3629-KR-M,JNE3629,1.0,KURTA,M,Green
5083,JNE3629-KR-S,JNE3629,10.0,KURTA,S,Green
5084,JNE3629-KR-XL,JNE3629,2.0,KURTA,XL,Green
5085,JNE3629-KR-XS,JNE3629,21.0,KURTA,XS,Green
5086,JNE3629-KR-XXL,JNE3629,1.0,KURTA,XXL,Green
5087,JNE3629-KR-XXXL,JNE3629,7.0,KURTA,XXXL,Green
5088,JNE3630-KR-L,JNE3630,11.0,KURTA,L,Blue
5089,JNE3630-KR-M,JNE3630,9.0,KURTA,M,Blue
5090,JNE3630-KR-S,JNE3630,16.0,KURTA,S,Blue
5091,JNE3630-KR-XL,JNE3630,8.0,KURTA,XL,Blue
5092,JNE3630-KR-XS,JNE3630,17.0,KURTA,XS,Blue
5093,JNE3630-KR-XXL,JNE3630,4.0,KURTA,XXL,Blue
5094,JNE3630-KR-XXXL,JNE3630,4.0,KURTA,XXXL,Blue
5095,JNE3631-DR-L,JNE3631,1.0,DRESS,L,Blue
5096,JNE3631-DR-M,JNE3631,2.0,DRESS,M,Blue
5097,JNE3631-DR-S,JNE3631,5.0,DRESS,S,Blue
5098,JNE3631-DR-XL,JNE3631,2.0,DRESS,XL,Blue
5099,JNE3631-DR-XS,JNE3631,4.0,DRESS,XS,Blue
5100,JNE3631-DR-XXL,JNE3631,2.0,DRESS,XXL,Blue
5101,JNE3631-DR-XXXL,JNE3631,2.0,DRESS,XXXL,Blue
5102,JNE3633-KR-L,JNE3633,52.0,KURTA,L,Green
5103,JNE3633-KR-M,JNE3633,55.0,KURTA,M,Green
5104,JNE3633-KR-S,JNE3633,30.0,KURTA,S,Green
5105,JNE3633-KR-XL,JNE3633,27.0,KURTA,XL,Green
5106,JNE3633-KR-XS,JNE3633,8.0,KURTA,XS,Green
5107,JNE3633-KR-XXL,JNE3633,11.0,KURTA,XXL,Green
5108,JNE3633-KR-XXXL,JNE3633,13.0,KURTA,XXXL,Green
5109,JNE3634-KR-L,JNE3634,19.0,KURTA,L,Teal
5110,JNE3634-KR-M,JNE3634,21.0,KURTA,M,Teal
5111,JNE3634-KR-S,JNE3634,54.0,KURTA,S,Teal
5112,JNE3634-KR-XL,JNE3634,9.0,KURTA,XL,Teal
5113,JNE3634-KR-XS,JNE3634,29.0,KURTA,XS,Teal
5114,JNE3634-KR-XXL,JNE3634,103.0,KURTA,XXL,Teal
5115,JNE3634-KR-XXXL,JNE3634,3.0,KURTA,XXXL,Teal
5116,JNE3635-KR-L,JNE3635,105.0,KURTA,L,Maroon
5117,JNE3635-KR-M,JNE3635,102.0,KURTA,M,Maroon
5118,JNE3635-KR-S,JNE3635,101.0,KURTA,S,Maroon
5119,JNE3635-KR-XL,JNE3635,88.0,KURTA,XL,Maroon
5120,JNE3635-KR-XS,JNE3635,23.0,KURTA,XS,Maroon
5121,JNE3635-KR-XXL,JNE3635,87.0,KURTA,XXL,Maroon
5122,JNE3635-KR-XXXL,JNE3635,7.0,KURTA,XXXL,Maroon
5123,JNE3636-KR-L,JNE3636,51.0,KURTA,L,Maroon
5124,JNE3636-KR-M,JNE3636,62.0,KURTA,M,Maroon
5125,JNE3636-KR-S,JNE3636,14.0,KURTA,S,Maroon
5126,JNE3636-KR-XL,JNE3636,61.0,KURTA,XL,Maroon
5127,JNE3636-KR-XS,JNE3636,7.0,KURTA,XS,Maroon
5128,JNE3636-KR-XXL,JNE3636,74.0,KURTA,XXL,Maroon
5129,JNE3636-KR-XXXL,JNE3636,8.0,KURTA,XXXL,Maroon
5130,JNE3637-KR-L,JNE3637,2.0,KURTA,L,Charcoal
5131,JNE3637-KR-M,JNE3637,11.0,KURTA,M,Charcoal
5132,JNE3637-KR-S,JNE3637,53.0,KURTA,S,Charcoal
5133,JNE3637-KR-XL,JNE3637,1.0,KURTA,XL,Charcoal
5134,JNE3637-KR-XS,JNE3637,27.0,KURTA,XS,Charcoal
5135,JNE3637-KR-XXL,JNE3637,2.0,KURTA,XXL,Charcoal
5136,JNE3637-KR-XXXL,JNE3637,12.0,KURTA,XXXL,Charcoal
5137,JNE3638-KR-L,JNE3638,58.0,KURTA,L,Orange
5138,JNE3638-KR-M,JNE3638,72.0,KURTA,M,Orange
5139,JNE3638-KR-S,JNE3638,28.0,KURTA,S,Orange
5140,JNE3638-KR-XL,JNE3638,73.0,KURTA,XL,Orange
5141,JNE3638-KR-XS,JNE3638,37.0,KURTA,XS,Orange
5142,JNE3638-KR-XXL,JNE3638,21.0,KURTA,XXL,Orange
5143,JNE3638-KR-XXXL,JNE3638,29.0,KURTA,XXXL,Orange
5144,JNE3639-TP-L,JNE3639,30.0,TOP,L,Maroon
5145,JNE3639-TP-M,JNE3639,8.0,TOP,M,Maroon
5146,JNE3639-TP-S,JNE3639,10.0,TOP,S,Maroon
5147,JNE3639-TP-XL,JNE3639,5.0,TOP,XL,Maroon
5148,JNE3639-TP-XS,JNE3639,21.0,TOP,XS,Maroon
5149,JNE3639-TP-XXL,JNE3639,15.0,TOP,XXL,Maroon
5150,,JNE3639,1.0,TOP,XXXL,Maroon
5151,JNE3640-TP-L,JNE3640,61.0,TOP,L,Green
5152,JNE3640-TP-M,JNE3640,56.0,TOP,M,Green
5153,JNE3640-TP-S,JNE3640,6.0,TOP,S,Green
5154,JNE3640-TP-XL,JNE3640,6.0,TOP,XL,Green
5155,JNE3640-TP-XS,JNE3640,18.0,TOP,XS,Green
5156,JNE3640-TP-XXL,JNE3640,3.0,TOP,XXL,Green
5157,JNE3641-TP-L,JNE3641,0.0,TOP,L,Black
5158,JNE3641-TP-M,JNE3641,0.0,TOP,M,Black
5159,JNE3641-TP-S,JNE3641,4.0,TOP,S,Black
5160,JNE3641-TP-XL,JNE3641,0.0,TOP,XL,Black
5161,JNE3641-TP-XS,JNE3641,3.0,TOP,XS,Black
5162,JNE3641-TP-XXL,JNE3641,2.0,TOP,XXL,Black
5163,JNE3642-TP-L,JNE3642,2.0,TOP,L,Peach
5164,JNE3642-TP-M,JNE3642,0.0,TOP,M,Peach
5165,JNE3642-TP-S,JNE3642,0.0,TOP,S,Peach
5166,JNE3642-TP-XL,JNE3642,3.0,TOP,XL,Peach
5167,JNE3642-TP-XS,JNE3642,3.0,TOP,XS,Peach
5168,JNE3642-TP-XXL,JNE3642,3.0,TOP,XXL,Peach
5169,JNE3643-TP-L,JNE3643,0.0,TOP,L,Cream
5170,JNE3643-TP-M,JNE3643,1.0,TOP,M,Cream
5171,JNE3643-TP-S,JNE3643,2.0,TOP,S,Cream
5172,JNE3643-TP-XL,JNE3643,2.0,TOP,XL,Cream
5173,JNE3643-TP-XS,JNE3643,4.0,TOP,XS,Cream
5174,JNE3643-TP-XXL,JNE3643,2.0,TOP,XXL,Cream
5175,JNE3644-TP-L,JNE3644,1.0,TOP,L,Blue
5176,JNE3644-TP-M,JNE3644,0.0,TOP,M,Blue
5177,JNE3644-TP-S,JNE3644,1.0,TOP,S,Blue
5178,JNE3644-TP-XL,JNE3644,3.0,TOP,XL,Blue
5179,JNE3644-TP-XS,JNE3644,1.0,TOP,XS,Blue
5180,JNE3644-TP-XXL,JNE3644,3.0,TOP,XXL,Blue
5181,JNE3645-TP-L,JNE3645,205.0,TOP,L,Red
5182,JNE3645-TP-M,JNE3645,214.0,TOP,M,Red
5183,JNE3645-TP-S,JNE3645,315.0,TOP,S,Red
5184,JNE3645-TP-XL,JNE3645,81.0,TOP,XL,Red
5185,JNE3645-TP-XS,JNE3645,288.0,TOP,XS,Red
5186,JNE3645-TP-XXL,JNE3645,99.0,TOP,XXL,Red
5187,,JNE3645,0.0,TOP,XXXL,Red
5188,JNE3647-TP-L,JNE3647,1.0,TOP,L,Pink
5189,JNE3647-TP-M,JNE3647,2.0,TOP,M,Pink
5190,JNE3647-TP-S,JNE3647,2.0,TOP,S,Pink
5191,JNE3647-TP-XL,JNE3647,1.0,TOP,XL,Pink
5192,JNE3647-TP-XS,JNE3647,6.0,TOP,XS,Pink
5193,JNE3647-TP-XXL,JNE3647,1.0,TOP,XXL,Pink
5194,JNE3648-TP-L,JNE3648,6.0,TOP,L,Cream
5195,JNE3648-TP-M,JNE3648,3.0,TOP,M,Cream
5196,JNE3648-TP-S,JNE3648,7.0,TOP,S,Cream
5197,JNE3648-TP-XL,JNE3648,5.0,TOP,XL,Cream
5198,JNE3648-TP-XS,JNE3648,4.0,TOP,XS,Cream
5199,JNE3648-TP-XXL,JNE3648,7.0,TOP,XXL,Cream
5200,JNE3649-TP-L,JNE3649,1.0,TOP,L,Black
5201,JNE3649-TP-M,JNE3649,0.0,TOP,M,Black
5202,JNE3649-TP-S,JNE3649,2.0,TOP,S,Black
5203,JNE3649-TP-XL,JNE3649,3.0,TOP,XL,Black
5204,JNE3649-TP-XS,JNE3649,4.0,TOP,XS,Black
5205,JNE3649-TP-XXL,JNE3649,2.0,TOP,XXL,Black
5206,JNE3651-TP-L,JNE3651,19.0,TOP,L,Maroon
5207,JNE3651-TP-M,JNE3651,7.0,TOP,M,Maroon
5208,JNE3651-TP-S,JNE3651,11.0,TOP,S,Maroon
5209,JNE3651-TP-XL,JNE3651,3.0,TOP,XL,Maroon
5210,JNE3651-TP-XS,JNE3651,19.0,TOP,XS,Maroon
5211,JNE3651-TP-XXL,JNE3651,6.0,TOP,XXL,Maroon
5212,JNE3652-TP-L,JNE3652,9.0,TOP,L,OFF WHITE
5213,JNE3652-TP-M,JNE3652,3.0,TOP,M,OFF WHITE
5214,JNE3652-TP-S,JNE3652,2.0,TOP,S,OFF WHITE
5215,JNE3652-TP-XL,JNE3652,5.0,TOP,XL,OFF WHITE
5216,JNE3652-TP-XS,JNE3652,2.0,TOP,XS,OFF WHITE
5217,JNE3652-TP-XXL,JNE3652,4.0,TOP,XXL,OFF WHITE
5218,JNE3652-TP-XXXL,JNE3652,1.0,TOP,XXXL,OFF WHITE
5219,JNE3653-TP-L,JNE3653,2.0,TOP,L,Cream
5220,JNE3653-TP-M,JNE3653,1.0,TOP,M,Cream
5221,JNE3653-TP-S,JNE3653,0.0,TOP,S,Cream
5222,JNE3653-TP-XL,JNE3653,4.0,TOP,XL,Cream
5223,JNE3653-TP-XS,JNE3653,3.0,TOP,XS,Cream
5224,JNE3653-TP-XXL,JNE3653,3.0,TOP,XXL,Cream
5225,JNE3654-TP-L,JNE3654,7.0,TOP,L,Blue
5226,JNE3654-TP-M,JNE3654,4.0,TOP,M,Blue
5227,JNE3654-TP-S,JNE3654,2.0,TOP,S,Blue
5228,JNE3654-TP-XL,JNE3654,11.0,TOP,XL,Blue
5229,JNE3654-TP-XS,JNE3654,3.0,TOP,XS,Blue
5230,JNE3654-TP-XXL,JNE3654,4.0,TOP,XXL,Blue
5231,JNE3655-TP-L,JNE3655,27.0,TOP,L,Blue
5232,JNE3655-TP-M,JNE3655,1.0,TOP,M,Blue
5233,JNE3655-TP-S,JNE3655,12.0,TOP,S,Blue
5234,JNE3655-TP-XL,JNE3655,33.0,TOP,XL,Blue
5235,JNE3655-TP-XS,JNE3655,8.0,TOP,XS,Blue
5236,JNE3655-TP-XXL,JNE3655,35.0,TOP,XXL,Blue
5237,JNE3656-TP-L,JNE3656,70.0,TOP,L,Black
5238,JNE3656-TP-M,JNE3656,52.0,TOP,M,Black
5239,JNE3656-TP-S,JNE3656,49.0,TOP,S,Black
5240,JNE3656-TP-XL,JNE3656,67.0,TOP,XL,Black
5241,JNE3656-TP-XS,JNE3656,26.0,TOP,XS,Black
5242,JNE3656-TP-XXL,JNE3656,54.0,TOP,XXL,Black
5243,JNE3657-TP-L,JNE3657,2.0,TOP,L,Black
5244,JNE3657-TP-M,JNE3657,2.0,TOP,M,Black
5245,JNE3657-TP-S,JNE3657,0.0,TOP,S,Black
5246,JNE3657-TP-XL,JNE3657,2.0,TOP,XL,Black
5247,JNE3657-TP-XS,JNE3657,3.0,TOP,XS,Black
5248,JNE3657-TP-XXL,JNE3657,2.0,TOP,XXL,Black
5249,,JNE3657,0.0,TOP,XXXL,Black
5250,JNE3658-TP-L,JNE3658,6.0,TOP,L,White
5251,JNE3658-TP-M,JNE3658,3.0,TOP,M,White
5252,JNE3658-TP-S,JNE3658,5.0,TOP,S,White
5253,JNE3658-TP-XL,JNE3658,21.0,TOP,XL,White
5254,JNE3658-TP-XS,JNE3658,2.0,TOP,XS,White
5255,JNE3658-TP-XXL,JNE3658,4.0,TOP,XXL,White
5256,JNE3659-TP-L,JNE3659,29.0,TOP,L,Teal
5257,JNE3659-TP-M,JNE3659,123.0,TOP,M,Teal
5258,JNE3659-TP-S,JNE3659,77.0,TOP,S,Teal
5259,JNE3659-TP-XL,JNE3659,76.0,TOP,XL,Teal
5260,JNE3659-TP-XS,JNE3659,12.0,TOP,XS,Teal
5261,JNE3659-TP-XXL,JNE3659,47.0,TOP,XXL,Teal
5262,JNE3660-TP-L,JNE3660,16.0,TOP,L,Sky Blue
5263,JNE3660-TP-M,JNE3660,11.0,TOP,M,Sky Blue
5264,JNE3660-TP-S,JNE3660,17.0,TOP,S,Sky Blue
5265,JNE3660-TP-XL,JNE3660,19.0,TOP,XL,Sky Blue
5266,JNE3660-TP-XS,JNE3660,10.0,TOP,XS,Sky Blue
5267,JNE3660-TP-XXL,JNE3660,11.0,TOP,XXL,Sky Blue
5268,JNE3661-TP-L,JNE3661,2.0,TOP,L,Pink
5269,JNE3661-TP-M,JNE3661,0.0,TOP,M,Pink
5270,JNE3661-TP-S,JNE3661,0.0,TOP,S,Pink
5271,JNE3661-TP-XL,JNE3661,5.0,TOP,XL,Pink
5272,JNE3661-TP-XS,JNE3661,2.0,TOP,XS,Pink
5273,JNE3661-TP-XXL,JNE3661,5.0,TOP,XXL,Pink
5274,JNE3662-TP-L,JNE3662,1.0,TOP,L,Peach
5275,JNE3662-TP-M,JNE3662,2.0,TOP,M,Peach
5276,JNE3662-TP-S,JNE3662,4.0,TOP,S,Peach
5277,JNE3662-TP-XL,JNE3662,2.0,TOP,XL,Peach
5278,JNE3662-TP-XS,JNE3662,6.0,TOP,XS,Peach
5279,JNE3662-TP-XXL,JNE3662,4.0,TOP,XXL,Peach
5280,JNE3663-TP-L,JNE3663,2.0,TOP,L,Grey
5281,JNE3663-TP-M,JNE3663,3.0,TOP,M,Grey
5282,JNE3663-TP-S,JNE3663,1.0,TOP,S,Grey
5283,JNE3663-TP-XL,JNE3663,1.0,TOP,XL,Grey
5284,JNE3663-TP-XS,JNE3663,0.0,TOP,XS,Grey
5285,JNE3663-TP-XXL,JNE3663,2.0,TOP,XXL,Grey
5286,JNE3664-TP-L,JNE3664,2.0,TOP,L,Green
5287,JNE3664-TP-M,JNE3664,2.0,TOP,M,Green
5288,JNE3664-TP-S,JNE3664,8.0,TOP,S,Green
5289,JNE3664-TP-XL,JNE3664,2.0,TOP,XL,Green
5290,JNE3664-TP-XS,JNE3664,11.0,TOP,XS,Green
5291,JNE3664-TP-XXL,JNE3664,0.0,TOP,XXL,Green
5292,JNE3665-TP-L,JNE3665,43.0,TOP,L,Grey
5293,JNE3665-TP-M,JNE3665,39.0,TOP,M,Grey
5294,JNE3665-TP-S,JNE3665,1.0,TOP,S,Grey
5295,JNE3665-TP-XL,JNE3665,5.0,TOP,XL,Grey
5296,JNE3665-TP-XS,JNE3665,8.0,TOP,XS,Grey
5297,JNE3665-TP-XXL,JNE3665,5.0,TOP,XXL,Grey
5298,JNE3666-TP-L,JNE3666,2.0,TOP,L,Beige
5299,JNE3666-TP-M,JNE3666,2.0,TOP,M,Beige
5300,JNE3666-TP-S,JNE3666,3.0,TOP,S,Beige
5301,JNE3666-TP-XL,JNE3666,5.0,TOP,XL,Beige
5302,JNE3666-TP-XS,JNE3666,0.0,TOP,XS,Beige
5303,JNE3666-TP-XXL,JNE3666,17.0,TOP,XXL,Beige
5304,JNE3667-TP-L,JNE3667,3.0,TOP,L,Mustard
5305,JNE3667-TP-M,JNE3667,4.0,TOP,M,Mustard
5306,JNE3667-TP-S,JNE3667,6.0,TOP,S,Mustard
5307,JNE3667-TP-XL,JNE3667,7.0,TOP,XL,Mustard
5308,JNE3667-TP-XS,JNE3667,5.0,TOP,XS,Mustard
5309,JNE3667-TP-XXL,JNE3667,4.0,TOP,XXL,Mustard
5310,JNE3668-TP-L,JNE3668,2.0,TOP,L,Maroon
5311,JNE3668-TP-M,JNE3668,7.0,TOP,M,Maroon
5312,JNE3668-TP-S,JNE3668,6.0,TOP,S,Maroon
5313,JNE3668-TP-XL,JNE3668,2.0,TOP,XL,Maroon
5314,JNE3668-TP-XS,JNE3668,13.0,TOP,XS,Maroon
5315,JNE3668-TP-XXL,JNE3668,2.0,TOP,XXL,Maroon
5316,JNE3669-TU-L,JNE3669,1.0,TUNIC,L,Blue
5317,JNE3669-TU-M,JNE3669,2.0,TUNIC,M,Blue
5318,JNE3669-TU-S,JNE3669,3.0,TUNIC,S,Blue
5319,JNE3669-TU-XL,JNE3669,3.0,TUNIC,XL,Blue
5320,JNE3669-TU-XS,JNE3669,2.0,TUNIC,XS,Blue
5321,JNE3669-TU-XXL,JNE3669,3.0,TUNIC,XXL,Blue
5322,JNE3669-TU-XXXL,JNE3669,3.0,TUNIC,XXXL,Blue
5323,JNE3670-TU-L,JNE3670,3.0,TUNIC,L,White
5324,JNE3670-TU-M,JNE3670,2.0,TUNIC,M,White
5325,JNE3670-TU-S,JNE3670,3.0,TUNIC,S,White
5326,JNE3670-TU-XL,JNE3670,4.0,TUNIC,XL,White
5327,JNE3670-TU-XS,JNE3670,5.0,TUNIC,XS,White
5328,JNE3670-TU-XXL,JNE3670,2.0,TUNIC,XXL,White
5329,JNE3670-TU-XXXL,JNE3670,2.0,TUNIC,XXXL,White
5330,JNE3671-TU-L,JNE3671,3.0,TUNIC,L,Pink
5331,JNE3671-TU-M,JNE3671,7.0,TUNIC,M,Pink
5332,JNE3671-TU-S,JNE3671,8.0,TUNIC,S,Pink
5333,JNE3671-TU-XL,JNE3671,14.0,TUNIC,XL,Pink
5334,JNE3671-TU-XS,JNE3671,4.0,TUNIC,XS,Pink
