id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
23149,Sei,SEI,sei,175,2023-08-14T07:35:00.000Z,"['coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem', 'parallel-evm']",,2800000000.0,10000000000.0,False,,58,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.5622618193212053, 'volume_24h': 197765733.7318208, 'volume_change_24h': 37.4405, 'percent_change_1h': -1.06356258, 'percent_change_24h': 5.3032392, 'percent_change_7d': -9.87528654, 'percent_change_30d': -28.13473927, 'percent_change_60d': -40.91871267, 'percent_change_90d': -16.35151175, 'market_cap': 1574333094.099375, 'market_cap_dominance': 0.0678, 'fully_diluted_market_cap': 5622618193.21, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
29210,Jupiter,JUP,jupiter-ag,354,2024-01-31T08:38:13.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'amm', 'solana-ecosystem', 'cross-chain']",10000000000.0,1350000000.0,10000000000.0,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN'}",59,1500000000.0,1592096800.1519496,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 1.0613978667679664, 'volume_24h': 301909739.09109914, 'volume_change_24h': 44.8459, 'percent_change_1h': -0.99370519, 'percent_change_24h': 4.72169013, 'percent_change_7d': -12.13439548, 'percent_change_30d': -6.03529392, 'percent_change_60d': 99.38556162, 'percent_change_90d': -33.62608142, 'market_cap': 1432887120.1367548, 'market_cap_dominance': 0.0618, 'fully_diluted_market_cap': 10613978667.68, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
28298,Beam,BEAM,onbeam,118,2021-10-29T04:07:32.000Z,"['gaming', 'ethereum-ecosystem', 'binance-chain', 'binance-launchpool', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group', 'dwf-labs-portfolio']",,52960205239.56448,62955102600.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE'}",60,52960195726.95046,1433507706.8803961,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.02706764367471759, 'volume_24h': 34306844.14282112, 'volume_change_24h': -11.162, 'percent_change_1h': -1.10919873, 'percent_change_24h': -0.08712399, 'percent_change_7d': -7.54681993, 'percent_change_30d': -11.45586325, 'percent_change_60d': -22.5971354, 'percent_change_90d': 46.64767096, 'market_cap': 1433507964.364443, 'market_cap_dominance': 0.0618, 'fully_diluted_market_cap': 1704046284.68, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
4030,Algorand,ALGO,algorand,417,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,8130159193.03671,10000000000.0,False,,61,8130159255.453857,1428924149.7749395,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.17575598519996904, 'volume_24h': 73961423.6333404, 'volume_change_24h': 22.3173, 'percent_change_1h': -1.54178027, 'percent_change_24h': 0.54064916, 'percent_change_7d': -19.77774828, 'percent_change_30d': -22.00206044, 'percent_change_60d': -12.45801929, 'percent_change_90d': 2.71342369, 'market_cap': 1428924138.8047523, 'market_cap_dominance': 0.0616, 'fully_diluted_market_cap': 1757559852, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
30171,Ethena,ENA,ethena,116,2024-03-29T04:42:08.000Z,"['defi', 'binance-labs-portfolio', 'okx-ventures-portfolio']",15000000000.0,1425000000.0,15000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x57e114B691Db790C35207b2e685D4A43181e6061'}",62,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.989580542873292, 'volume_24h': 651929909.2717218, 'volume_change_24h': 5.2966, 'percent_change_1h': -2.42354641, 'percent_change_24h': 6.87385739, 'percent_change_7d': -20.48023119, 'percent_change_30d': 43.91674223, 'percent_change_60d': 43.91674223, 'percent_change_90d': 43.91674223, 'market_cap': 1410152273.5944412, 'market_cap_dominance': 0.0608, 'fully_diluted_market_cap': 14843708143.1, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
9481,Pendle,PENDLE,pendle,276,2021-04-29T00:00:00.000Z,"['olympus-pro-ecosystem', 'spartan-group', 'restaking']",258446029.0,239185588.24463487,258446028.24463487,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x808507121b80c02388fad14726482e061b8da827'}",63,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 5.81185647579807, 'volume_24h': 114583956.8306227, 'volume_change_24h': 10.2867, 'percent_change_1h': -1.31366595, 'percent_change_24h': -5.14643316, 'percent_change_7d': -10.10578982, 'percent_change_30d': 128.56151347, 'percent_change_60d': 101.43734476, 'percent_change_90d': 186.29223987, 'market_cap': 1390112309.957152, 'market_cap_dominance': 0.06, 'fully_diluted_market_cap': 1502051227.29, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
10804,FLOKI,FLOKI,floki-inu,455,2021-07-09T00:00:00.000Z,"['gaming', 'memes', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain', 'dwf-labs-portfolio', 'paal-ecosystem', 'tokenfi-launchpad']",,9568388509265.637,9709066385654.62,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcf0c122c6b73ff809c693db761e7baebe62b6a2e'}",64,9317621738535.4,1306686235.1340919,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.00014023817147780938, 'volume_24h': 158162646.42309943, 'volume_change_24h': 5.5684, 'percent_change_1h': -1.19541844, 'percent_change_24h': 0.49057688, 'percent_change_7d': -24.67515641, 'percent_change_30d': -19.70570362, 'percent_change_60d': 306.15431013, 'percent_change_90d': 383.87254657, 'market_cap': 1341853308.528695, 'market_cap_dominance': 0.0578, 'fully_diluted_market_cap': 1361581716.68, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
7080,Gala,GALA,gala,415,2020-09-16T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-smart-chain', 'polygon-ecosystem', 'play-to-earn', 'dwf-labs-portfolio']",,30348537501.487926,32377697637.50256,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd1d2Eb1B1e90B638588728b4130137D262C87cae'}",65,38052720772.812126,1683665219.4688597,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.04424559362051723, 'volume_24h': 237339072.56890345, 'volume_change_24h': 25.0141, 'percent_change_1h': -1.50950193, 'percent_change_24h': 1.36275548, 'percent_change_7d': -20.79353076, 'percent_change_30d': -15.75438031, 'percent_change_60d': 56.58742733, 'percent_change_90d': 88.22689305, 'market_cap': 1342789057.267862, 'market_cap_dominance': 0.0579, 'fully_diluted_market_cap': 1432570452.04, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
4558,Flow,FLOW,flow,187,2021-01-27T00:00:00.000Z,"['platform', 'collectibles-nfts', 'staking', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,1501883814.0,1501883814.3691204,True,,66,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.8825457965196076, 'volume_24h': 64787008.16764314, 'volume_change_24h': 10.8878, 'percent_change_1h': -0.87428204, 'percent_change_24h': 0.56556313, 'percent_change_7d': -22.62202719, 'percent_change_30d': -24.55096344, 'percent_change_60d': -7.83235142, 'percent_change_90d': 14.89317973, 'market_cap': 1325481246.9065363, 'market_cap_dominance': 0.0571, 'fully_diluted_market_cap': 1325481247.23, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
3602,Bitcoin SV,BSV,bitcoin-sv,238,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel', 'bitcoin-ecosystem']",,19690115.625,19690115.625,False,,67,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 65.6078811368303, 'volume_24h': 60284650.77106018, 'volume_change_24h': 8.9503, 'percent_change_1h': -1.18014974, 'percent_change_24h': -2.2726293, 'percent_change_7d': -26.06275728, 'percent_change_30d': -8.69945258, 'percent_change_60d': -16.16651151, 'percent_change_90d': -8.355354, 'market_cap': 1291826765.495445, 'market_cap_dominance': 0.0557, 'fully_diluted_market_cap': 1291826765.5, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
3155,Quant,QNT,quant,244,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14881364.0,12072738.0,14881364.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4a220e6096b25eadb88358cb44068a3248254675'}",68,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 105.94077848286459, 'volume_24h': 22166201.80041618, 'volume_change_24h': 16.2326, 'percent_change_1h': -1.22853633, 'percent_change_24h': -1.01286434, 'percent_change_7d': -5.15057578, 'percent_change_30d': -2.18553013, 'percent_change_60d': -5.20703245, 'percent_change_90d': -6.16867503, 'market_cap': 1278995262.1396616, 'market_cap_dominance': 0.0552, 'fully_diluted_market_cap': 1576543287.05, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
1376,Neo,NEO,neo,326,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,False,,69,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 18.074625863229496, 'volume_24h': 474448173.7977241, 'volume_change_24h': 71.8862, 'percent_change_1h': -0.97277276, 'percent_change_24h': 0.92845818, 'percent_change_7d': -18.71495366, 'percent_change_30d': 36.41659982, 'percent_change_60d': 40.47995971, 'percent_change_90d': 57.79277633, 'market_cap': 1274962979.1545746, 'market_cap_dominance': 0.0549, 'fully_diluted_market_cap': 1807462586.32, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
7278,Aave,AAVE,aave,871,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio']",16000000.0,14804866.4292702,16000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",70,,,0.12684571,2024-04-19T16:36:00.000Z,"{'USD': {'price': 86.05304110354666, 'volume_24h': 102662115.67886043, 'volume_change_24h': 24.1674, 'percent_change_1h': -1.12830953, 'percent_change_24h': -0.10332509, 'percent_change_7d': -22.38743901, 'percent_change_30d': -20.60418242, 'percent_change_60d': -11.33091622, 'percent_change_90d': -10.90378375, 'market_cap': 1274003779.3705068, 'market_cap_dominance': 0.055, 'fully_diluted_market_cap': 1376848657.66, 'tvl': 10043727568.28698, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
7950,Flare,FLR,flare,70,2020-12-11T00:00:00.000Z,['dwf-labs-portfolio'],,38590224292.49536,100559787198.0,False,,71,38590224292.49536,1226142129.3565176,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.031773386960981344, 'volume_24h': 16086208.34845138, 'volume_change_24h': 13.63, 'percent_change_1h': -1.30171911, 'percent_change_24h': -2.90272599, 'percent_change_7d': -9.75953002, 'percent_change_30d': 2.5635189, 'percent_change_60d': -8.20480949, 'percent_change_90d': 41.12348916, 'market_cap': 1226142129.3565176, 'market_cap_dominance': 0.0529, 'fully_diluted_market_cap': 3195125031.36, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
16086,BitTorrent (New),BTT,bittorrent-new,153,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain', 'sec-security-token', 'alleged-sec-securities', 'depin']",,968246428571000.0,990000000000000.0,False,"{'id': 1958, 'name': 'Tron20', 'symbol': 'TRX', 'slug': 'tron', 'token_address': 'TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4'}",72,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 1.2474483616356174e-06, 'volume_24h': 44857358.63910701, 'volume_change_24h': 8.1541, 'percent_change_1h': -0.49559079, 'percent_change_24h': -1.39513327, 'percent_change_7d': -20.80325142, 'percent_change_30d': -1.74236626, 'percent_change_60d': 9.09704602, 'percent_change_90d': 27.72452936, 'market_cap': 1207837420.9804318, 'market_cap_dominance': 0.0521, 'fully_diluted_market_cap': 1234973878.02, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
2424,SingularityNET,AGIX,singularitynet,250,2018-01-18T00:00:00.000Z,"['marketplace', 'ai-big-data', 'payments', 'cross-chain-dex-aggregator', 'cardano-ecosystem', 'generative-ai']",2000000000.0,1282094972.153369,1401796166.0050194,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5B7533812759B45C2B44C19e320ba2cD2681b542'}",73,1000000000.0,865062447.4908261,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.8650624474908262, 'volume_24h': 133426284.01201521, 'volume_change_24h': 24.0397, 'percent_change_1h': -1.67105983, 'percent_change_24h': 1.6952645, 'percent_change_7d': -12.0859096, 'percent_change_30d': -13.81003847, 'percent_change_60d': 61.25858128, 'percent_change_90d': 219.04550261, 'market_cap': 1109092214.526676, 'market_cap_dominance': 0.0478, 'fully_diluted_market_cap': 1730124894.98, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
6892,MultiversX,EGLD,multiversx-egld,237,2020-09-04T00:00:00.000Z,"['pos', 'enterprise-solutions', 'distributed-computing', 'loyalty', 'defi', 'gaming', 'identity', 'payments', 'scaling', 'smart-contracts', 'software', 'binance-launchpad', 'binance-labs-portfolio', 'metaverse', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'mobile-payment', 'web3', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain', 'layer-1', 'dwf-labs-portfolio', 'multiversx-ecosystem', 'depin']",31415926.0,26833769.0,26838921.0,False,,74,26833769.0,1096512127.4156568,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 40.86314253564815, 'volume_24h': 27412416.20573325, 'volume_change_24h': 0.6518, 'percent_change_1h': -0.6842883, 'percent_change_24h': 0.28591034, 'percent_change_7d': -16.94219405, 'percent_change_30d': -25.90608044, 'percent_change_60d': -33.2424507, 'percent_change_90d': -20.91203802, 'market_cap': 1096512127.4156568, 'market_cap_dominance': 0.0473, 'fully_diluted_market_cap': 1283753462.03, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
21159,Ondo,ONDO,ondo-finance,122,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets']",,1389759838.4783604,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3'}",75,1426647567.0,1112602206.6132724,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.7798718004004926, 'volume_24h': 333789464.9474612, 'volume_change_24h': -9.3458, 'percent_change_1h': 1.05887855, 'percent_change_24h': -6.37312354, 'percent_change_7d': 2.14326995, 'percent_change_30d': 39.57095526, 'percent_change_60d': 141.62467203, 'percent_change_90d': 301.66110405, 'market_cap': 1083834507.3584168, 'market_cap_dominance': 0.0467, 'fully_diluted_market_cap': 7798718004, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
29587,Wormhole,W,wormhole,172,2024-03-29T04:25:44.000Z,"['collectibles-nfts', 'defi', 'interoperability', 'dao', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'governance', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'multicoin-capital-portfolio', 'web3', 'cross-chain', 'jump-crypto']",,1800000000.0,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91'}",76,1800000000.0,1069782655.9637369,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.5943236977576316, 'volume_24h': 174938472.1317483, 'volume_change_24h': 32.1883, 'percent_change_1h': -2.37439164, 'percent_change_24h': 0.20764048, 'percent_change_7d': -16.59243938, 'percent_change_30d': -56.91645961, 'percent_change_60d': -56.91645961, 'percent_change_90d': -56.91645961, 'market_cap': 1069782655.9637369, 'market_cap_dominance': 0.0461, 'fully_diluted_market_cap': 0, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
28324,dYdX (Native),DYDX,dydx-chain,150,2021-08-03T00:00:00.000Z,['decentralized-exchange-dex-token'],,464677529.17,722022077.48,False,"{'id': 12220, 'name': 'Osmosis', 'symbol': 'OSMO', 'slug': 'osmosis', 'token_address': 'ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C'}",77,501325666.72,1148463997.8822732,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 2.290854177477636, 'volume_24h': 13800493.59413373, 'volume_change_24h': 34.3022, 'percent_change_1h': -0.61396759, 'percent_change_24h': 3.40727731, 'percent_change_7d': -19.42713914, 'percent_change_30d': -26.15213448, 'percent_change_60d': -27.89668373, 'percent_change_90d': -17.99027238, 'market_cap': 1064508458.8790807, 'market_cap_dominance': 0.0459, 'fully_diluted_market_cap': 1654047292.43, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
10791,eCash,XEC,ecash,93,2021-07-08T00:00:00.000Z,['layer-1'],21000000000000.0,19689770298092.0,19689770298092.0,False,,78,19689754673092.0,1002459634.2965596,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 5.091275391391849e-05, 'volume_24h': 36731206.10415464, 'volume_change_24h': 25.3388, 'percent_change_1h': -0.96056396, 'percent_change_24h': -0.52285571, 'percent_change_7d': -23.06232768, 'percent_change_30d': 11.0727657, 'percent_change_60d': 48.7276298, 'percent_change_90d': 60.57617527, 'market_cap': 1002460429.8083395, 'market_cap_dominance': 0.0432, 'fully_diluted_market_cap': 1069167832.19, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
6210,The Sandbox,SAND,the-sandbox,547,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",3000000000.0,2251731926.2233224,3000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3845badAde8e6dFF049820680d1F14bD3903a5d0'}",79,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.44442123830564795, 'volume_24h': 123454875.03178355, 'volume_change_24h': 10.9369, 'percent_change_1h': -0.80349199, 'percent_change_24h': 1.00453332, 'percent_change_7d': -24.20264596, 'percent_change_30d': -23.09495958, 'percent_change_60d': -14.3158454, 'percent_change_90d': -8.13485102, 'market_cap': 1000717490.9845308, 'market_cap_dominance': 0.0431, 'fully_diluted_market_cap': 1333263714.92, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
14101,Ronin,RON,ronin,62,2021-11-08T17:57:40.000Z,"['platform', 'gaming', 'staking', 'layer-1']",,315166488.1993208,1000000000.0,False,,80,315166743.34206146,996946182.0151004,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 3.163234075535311, 'volume_24h': 22557128.41822448, 'volume_change_24h': 20.118, 'percent_change_1h': -0.84198529, 'percent_change_24h': 0.86943535, 'percent_change_7d': -8.24504927, 'percent_change_30d': -5.51392374, 'percent_change_60d': -2.63671373, 'percent_change_90d': 40.10150772, 'market_cap': 996945374.938889, 'market_cap_dominance': 0.043, 'fully_diluted_market_cap': 3163234075.54, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
6783,Axie Infinity,AXS,axie-infinity,443,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",270000000.0,143376479.54212144,270000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbb0e17ef65f82ab018d8edd776e8dd940327b28b'}",81,143376120.62985057,995813607.2806453,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 6.945463462855887, 'volume_24h': 73882690.75680575, 'volume_change_24h': 69.5141, 'percent_change_1h': -0.94376475, 'percent_change_24h': -1.91159043, 'percent_change_7d': -23.35928193, 'percent_change_30d': -24.85485429, 'percent_change_60d': -16.05873023, 'percent_change_90d': -10.90423041, 'market_cap': 995816100.0927091, 'market_cap_dominance': 0.0429, 'fully_diluted_market_cap': 1875275134.97, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
23095,Bonk,BONK,bonk1,347,2022-12-30T06:58:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel', 'dwf-labs-portfolio', 'cmc-crypto-awards-2024']",93526170019114.78,65191332386576.0,93526170019114.78,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263'}",82,64971296213932.7,970460221.5699425,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 1.4936753276007953e-05, 'volume_24h': 123424796.82665096, 'volume_change_24h': 29.192, 'percent_change_1h': -0.91933674, 'percent_change_24h': 1.56215065, 'percent_change_7d': -25.67289952, 'percent_change_30d': -28.50564755, 'percent_change_60d': 14.2313328, 'percent_change_90d': 28.62666661, 'market_cap': 973746847.5925125, 'market_cap_dominance': 0.042, 'fully_diluted_market_cap': 1396977326.43, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
2586,Synthetix,SNX,synthetix,594,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain', 'optimism-ecosystem', 'real-world-assets', 'dwf-labs-portfolio', 'celsius-bankruptcy-estate']",,327769196.1395232,328193104.0887736,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f'}",83,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 2.9419556292177784, 'volume_24h': 36515653.72116181, 'volume_change_24h': -14.4172, 'percent_change_1h': -0.60125663, 'percent_change_24h': 2.57685344, 'percent_change_7d': -19.86465626, 'percent_change_30d': -17.81918411, 'percent_change_60d': -22.41497241, 'percent_change_90d': -9.7811325, 'market_cap': 964282431.6668564, 'market_cap_dominance': 0.0416, 'fully_diluted_market_cap': 965529550.04, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
2011,Tezos,XTZ,tezos,374,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio', 'layer-1']",,978589581.933848,999168940.801719,True,,84,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.9835492492212845, 'volume_24h': 39917472.93002914, 'volume_change_24h': -0.15, 'percent_change_1h': -1.00967497, 'percent_change_24h': 1.11271084, 'percent_change_7d': -19.01404237, 'percent_change_30d': -12.81539935, 'percent_change_60d': -9.19557976, 'percent_change_90d': -5.40475502, 'market_cap': 962491048.6068069, 'market_cap_dominance': 0.0415, 'fully_diluted_market_cap': 982731861.57, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
4066,Chiliz,CHZ,chiliz,452,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",8888888888.0,8888289967.124962,8888888888.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3506424f91fd33084466f402d5d97f05f8e3b4af'}",85,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.10792193924996886, 'volume_24h': 83617569.66194351, 'volume_change_24h': -22.9761, 'percent_change_1h': -0.90726406, 'percent_change_24h': -0.87371758, 'percent_change_7d': -18.99074281, 'percent_change_30d': -9.40739791, 'percent_change_60d': -5.84847377, 'percent_change_90d': 9.0287501, 'market_cap': 959241489.8681679, 'market_cap_dominance': 0.0413, 'fully_diluted_market_cap': 959306126.57, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
13502,Worldcoin,WLD,worldcoin-org,277,2021-10-28T15:31:43.000Z,"['privacy', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem']",10000000000.0,190824940.8089676,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x163f8c2467924be0ae7b5347228cabf260318753'}",86,190824940.8089676,941853839.1860974,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 4.935695696764163, 'volume_24h': 339897931.7944573, 'volume_change_24h': 17.6403, 'percent_change_1h': -1.43775689, 'percent_change_24h': -0.33441692, 'percent_change_7d': -23.81603869, 'percent_change_30d': -33.89135295, 'percent_change_60d': -32.19284653, 'percent_change_90d': 100.18790441, 'market_cap': 941853839.1860974, 'market_cap_dominance': 0.0406, 'fully_diluted_market_cap': 49356956967.64, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
