,start_date,end_date,data_points_count
MTG,2015-09-29 09:30:00,2020-08-19 11:54:00,473501.0
MTGE,2015-09-29 09:00:00,2018-09-06 16:01:00,180225.0
MTGEP,2015-09-29 09:30:00,2018-09-06 16:27:00,4297.0
MTH,2015-09-29 09:30:00,2020-08-19 11:52:00,345207.0
MTL,2015-09-29 09:35:00,2020-08-19 11:47:00,141500.0
MTLS,2015-09-29 09:30:00,2020-08-19 11:54:00,108385.0
MTN,2015-09-29 09:09:00,2020-08-19 11:56:00,323584.0
MTNB,2015-09-29 11:02:00,2020-08-19 11:56:00,214994.0
MTOR,2015-09-29 09:30:00,2020-08-19 11:55:00,426896.0
MTOX,,,
MTP,2015-12-07 10:28:00,2020-08-19 11:55:00,61395.0
MTR,2015-09-29 10:09:00,2020-08-19 10:17:00,18602.0
MTRN,2015-09-29 09:30:00,2020-08-19 11:52:00,183969.0
MTRX,2015-09-29 09:30:00,2020-08-19 11:52:00,241579.0
MTS,2015-09-29 09:30:00,2015-12-23 16:02:00,1663.0
MTSC,2015-09-29 09:30:00,2020-08-19 11:56:00,180848.0
MTSI,2015-09-29 09:30:00,2020-08-19 11:54:00,398827.0
MTSL,2015-09-29 13:16:00,2020-08-19 11:56:00,43263.0
MTSN,2015-09-29 07:05:00,2016-05-10 16:00:00,31238.0
MTT,2015-09-29 09:30:00,2020-08-19 11:55:00,48333.0
MTU,2015-09-29 09:23:00,2018-03-29 16:02:00,199625.0
MTW,2015-09-29 09:30:00,2020-08-19 11:56:00,403578.0
MTX,2015-09-29 09:30:00,2020-08-19 12:06:00,229091.0
MTXX,,,
MTY,,,
MTZ,2015-09-29 09:30:00,2020-08-19 11:57:00,432839.0
MU,2015-09-29 04:00:00,2020-08-19 12:05:00,675185.0
MUA,2015-09-29 09:30:00,2020-08-19 11:37:00,65813.0
MUC,2015-09-29 09:30:00,2020-08-19 11:45:00,124008.0
MUDS,2018-03-12 10:44:00,2020-05-29 15:59:00,1794.0
MUDSU,2018-02-08 11:11:00,2020-05-20 15:52:00,769.0
MUDSW,2018-03-12 10:53:00,2020-05-29 19:59:00,3180.0
MUE,2015-09-29 09:30:00,2020-08-19 11:14:00,96826.0
MUFG,2018-04-02 09:33:00,2020-08-19 11:56:00,183012.0
MUH,2015-09-29 09:30:00,2020-08-19 11:06:00,42217.0
MUI,2015-09-29 09:30:00,2020-08-19 11:59:00,114488.0
MUJ,2015-09-29 09:30:00,2020-08-19 11:42:00,97578.0
MUK,,,
MULE,2017-03-17 11:05:00,2018-05-01 16:02:00,94739.0
MUR,2015-09-29 09:30:00,2020-08-19 11:58:00,482868.0
MUS,2015-09-29 09:30:00,2020-08-19 11:42:00,65211.0
MUSA,2015-09-29 09:28:00,2020-08-19 12:02:00,346557.0
MUX,2015-09-29 09:30:00,2020-08-19 11:57:00,454189.0
MV,,,
MVBF,2015-10-02 10:15:00,2020-08-19 11:51:00,20045.0
MVC,2015-09-29 09:30:00,2020-08-19 11:53:00,57639.0
MVCB,2015-09-29 09:30:00,2017-12-20 14:26:00,4183.0
MVCD,2017-11-20 09:30:00,2020-08-19 10:59:00,10358.0
MVF,2015-09-29 09:30:00,2020-08-19 11:56:00,110318.0
MVG,2015-09-29 09:30:00,2016-06-24 15:59:00,28130.0
MVIS,2015-09-29 09:30:00,2020-08-19 12:03:00,291070.0
MVISW,,,
MVL,,,
MVNR,,,
MVO,2015-09-29 09:30:00,2020-08-19 11:57:00,54288.0
MVSN,,,
MVT,2015-09-29 09:30:00,2020-08-19 10:50:00,54379.0
MW,2015-09-29 09:30:00,2016-01-29 16:06:00,31964.0
MWA,2015-09-29 09:30:00,2020-08-19 11:58:00,408044.0
MWE,2015-09-29 09:30:00,2015-12-03 16:21:00,17103.0
MWG,2015-09-29 09:30:00,2016-08-17 16:02:00,7332.0
MWIV,,,
MWK,2019-06-12 12:03:00,2020-08-19 11:58:00,16876.0
MWO,2015-09-29 10:06:00,2016-08-17 16:02:00,7212.0
MWR,2015-09-29 09:30:00,2016-08-17 16:02:00,11403.0
MWRX,,,
MWV,,,
MWW,2015-09-29 09:30:00,2016-10-31 16:00:00,91214.0
MWY,,,
MX,2015-09-29 09:32:00,2020-08-19 11:57:00,266381.0
MXA,,,
MXB,,,
MXC,2015-09-29 09:35:00,2020-08-19 11:54:00,24103.0
MXE,2015-09-29 09:30:00,2020-08-19 09:55:00,15027.0
MXF,2015-09-29 09:30:00,2020-08-19 11:37:00,63504.0
MXGL,,,
MXH,,,
MXIM,2015-09-29 09:30:00,2020-08-19 11:59:00,478293.0
MXL,2015-09-29 09:30:00,2020-08-19 11:59:00,398786.0
MXN,,,
MXPT,2015-09-29 09:30:00,2017-10-09 15:52:00,22323.0
MXT,,,
MXWL,2015-09-29 09:30:00,2019-05-16 07:41:00,177082.0
MY,2015-09-29 09:30:00,2016-06-22 16:34:00,43529.0
MYC,2015-09-29 09:30:00,2020-08-19 11:23:00,82629.0
MYCC,2015-09-29 09:30:00,2017-09-18 16:03:00,146885.0
MYD,2015-09-29 09:30:00,2020-08-19 11:58:00,107018.0
MYE,2015-09-29 09:30:00,2020-08-19 11:59:00,172041.0
MYF,2015-09-29 09:30:00,2020-08-19 11:53:00,52938.0
MYFW,2018-07-19 10:00:00,2020-08-18 16:00:00,8754.0
MYGN,2015-09-29 09:30:00,2020-08-19 12:00:00,422736.0
MYI,2015-09-29 09:30:00,2020-08-19 11:57:00,130867.0
MYJ,2015-09-29 09:30:00,2020-08-19 11:53:00,63536.0
MYL,2015-09-29 08:04:00,2020-08-19 11:59:00,501689.0
MYM,,,
MYN,2015-09-29 09:30:00,2020-08-19 11:53:00,87280.0
MYND,2017-07-14 09:35:00,2019-07-17 19:43:00,28454.0
MYNDW,2017-07-14 09:30:00,2019-07-17 13:42:00,894.0
MYO,2017-06-12 09:32:00,2020-08-19 11:59:00,100676.0
MYOK,2015-10-29 10:35:00,2020-08-19 12:00:00,261671.0
MYOS,2015-09-29 09:30:00,2020-08-19 12:01:00,54733.0
MYOV,2016-10-27 09:46:00,2020-08-19 12:00:00,155572.0
MYP,,,
MYRG,2015-09-29 09:30:00,2020-08-19 11:55:00,168941.0
MYSZ,2016-12-08 10:47:00,2020-08-19 11:58:00,124083.0
MYT,2019-02-20 09:47:00,2020-08-19 12:00:00,46680.0
MZA,2015-09-29 10:01:00,2020-08-18 15:14:00,12497.0
MZF,2018-02-07 09:30:00,2018-08-03 15:41:00,3914.0
MZOR,2015-09-29 09:08:00,2018-12-18 17:28:00,178830.0
N,2015-09-29 09:30:00,2016-11-07 08:56:00,88891.0
NABI,,,
NAC,2015-09-29 09:30:00,2020-08-19 11:48:00,178684.0
NAD,2015-09-29 09:30:00,2020-08-19 11:59:00,229324.0
NADL,2015-09-29 09:30:00,2017-09-12 19:20:00,81206.0
NAFC,,,
NAI,,,
NAII,2015-09-29 10:05:00,2020-08-19 11:49:00,41128.0
NAK,2015-09-29 09:50:00,2020-08-19 12:01:00,342293.0
NAKD,2015-09-29 13:39:00,2020-08-19 12:01:00,195257.0
NAL,,,
NAME,2015-09-29 09:35:00,2017-07-27 16:00:00,32276.0
NAN,2015-09-29 09:30:00,2020-08-19 11:55:00,71361.0
NANO,2015-09-29 09:30:00,2019-10-25 19:10:00,204384.0
NAO,2015-09-29 09:30:00,2019-06-06 16:02:00,94245.0
NAOV,2015-10-29 15:24:00,2020-08-19 11:58:00,10746.0
NAP,2015-09-29 09:30:00,2018-12-13 16:39:00,74003.0
NARA,,,
NARI,2020-05-22 12:09:00,2020-08-19 12:01:00,16768.0
NAT,2015-09-29 09:30:00,2020-08-19 12:01:00,435534.0
NATH,2015-09-29 09:30:00,2020-08-19 11:38:00,34660.0
NATI,2015-09-29 09:30:00,2020-08-19 12:02:00,370043.0
NATL,2015-09-29 09:30:00,2016-11-10 18:14:00,13545.0
NATR,2015-09-29 09:30:00,2020-08-19 11:53:00,37629.0
NAV,2015-09-29 09:30:00,2020-08-19 12:01:00,405475.0
NAV.D,2015-10-02 09:32:00,2020-08-06 10:09:00,809.0
NAVB,2015-09-29 09:30:00,2020-08-19 12:01:00,179054.0
NAVG,2015-09-29 09:30:00,2019-05-22 16:02:00,109496.0
NAVI,2015-09-29 09:30:00,2020-08-19 12:03:00,472582.0
NAVR,,,
NAZ,2015-09-29 09:30:00,2020-08-19 11:07:00,25868.0
NBAC,2020-05-01 12:45:00,2020-08-17 14:56:00,200.0
NBACR,2020-04-30 13:32:00,2020-08-19 11:26:00,506.0
NBACU,2020-02-14 10:20:00,2020-08-19 09:30:00,835.0
NBACW,2020-04-30 13:32:00,2020-08-19 10:52:00,475.0
NBB,2015-09-29 09:30:00,2020-08-19 11:51:00,104145.0
NBBC,2015-09-29 09:30:00,2016-02-29 16:06:00,13528.0
NBCB,,,
NBD,2015-09-29 09:39:00,2018-11-16 15:51:00,19791.0
NBEV,2015-09-30 11:39:00,2020-08-19 12:02:00,294202.0
NBG,2015-09-29 04:07:00,2015-11-27 09:37:00,18593.0
NBG.A,2015-09-29 09:32:00,2015-11-27 09:32:00,2516.0
NBH,2015-09-29 09:30:00,2020-08-19 11:19:00,74320.0
NBHC,2015-09-29 09:30:00,2020-08-19 12:02:00,224980.0
NBIX,2015-09-29 08:47:00,2020-08-19 12:02:00,427857.0
NBJ,,,
NBL,2015-09-29 09:31:00,2020-08-19 12:02:00,487513.0
NBLX,2016-09-15 09:58:00,2020-08-19 12:02:00,166929.0
NBN,2015-09-29 11:02:00,2020-08-19 12:03:00,48155.0
NBO,2015-09-29 09:30:00,2020-08-19 11:50:00,28882.0
NBR,2015-09-29 09:30:00,2020-08-19 12:05:00,487990.0
NBR.A,2018-05-17 09:51:00,2020-08-18 16:00:00,12232.0
NBRV,2015-09-29 09:30:00,2020-08-19 12:03:00,221284.0
NBS,,,
NBSE,2015-09-29 09:30:00,2020-08-19 12:06:00,173883.0
NBTB,2015-09-29 09:30:00,2020-08-19 11:52:00,175304.0
NBTF,,,
NBW,2015-09-29 09:30:00,2020-08-19 10:52:00,38084.0
NBY,2015-09-29 09:36:00,2020-08-19 12:03:00,113976.0
NC,2015-09-29 09:44:00,2020-08-19 11:56:00,48008.0
NCA,2015-09-29 09:30:00,2020-08-19 12:00:00,68250.0
NCB,2015-09-29 14:27:00,2020-08-19 10:29:00,14778.0
NCBC,,,
NCBS,2015-09-29 11:16:00,2020-08-19 12:01:00,44964.0
NCC,,,
NCFT,,,
NCI,2015-09-29 09:30:00,2019-10-10 16:01:00,249725.0
NCIT,2015-09-29 10:05:00,2017-08-15 16:00:00,34540.0
NCL,,,
NCLH,2015-09-29 09:30:00,2020-08-19 12:04:00,513058.0
NCMI,2015-09-29 09:30:00,2020-08-19 12:03:00,322519.0
NCNA,2017-09-28 11:43:00,2020-08-19 11:59:00,53403.0
NCNO,2020-07-14 11:58:00,2020-08-19 12:04:00,7180.0
NCO,,,
NCOC,,,
NCOM,2015-09-29 10:39:00,2019-03-29 16:32:00,56844.0
NCP,,,
NCQ,2015-09-29 09:30:00,2016-09-07 15:58:00,10114.0
NCR,2015-09-29 09:30:00,2020-08-19 12:03:00,442439.0
NCS,2015-09-29 09:30:00,2019-05-23 16:02:00,261417.0
NCSM,2017-04-28 11:16:00,2020-08-19 11:52:00,99621.0
NCT,2015-09-29 09:30:00,2016-12-28 16:02:00,66189.0
NCT.B,2015-09-29 09:30:00,2016-12-28 15:54:00,3168.0
NCT.C,2015-09-29 12:48:00,2016-12-28 13:08:00,1199.0
NCT.D,2015-09-29 11:54:00,2016-12-28 10:05:00,1512.0
NCTY,2015-09-29 09:30:00,2020-08-19 12:01:00,79353.0
NCU,,,
NCV,2015-09-29 09:30:00,2020-08-19 11:58:00,196583.0
NCV.A,2018-09-20 09:37:00,2020-08-18 13:42:00,6869.0
NCZ,2015-09-29 09:30:00,2020-08-19 12:03:00,182163.0
NCZ.A,2018-09-14 10:18:00,2020-08-18 15:22:00,8002.0
NDAQ,2015-09-29 09:30:00,2020-08-19 12:06:00,436616.0
NDLS,2015-09-29 09:30:00,2020-08-19 12:03:00,253148.0
NDN,,,
NDP,2015-09-29 09:30:00,2020-08-19 10:40:00,107901.0
NDRA,2017-06-30 10:14:00,2020-08-19 11:57:00,59483.0
NDRAU,2017-05-09 11:15:00,2017-06-27 14:59:00,135.0
NDRAW,2017-06-28 10:47:00,2020-08-19 10:53:00,3335.0
NDRM,2015-09-29 09:30:00,2017-10-17 16:00:00,83613.0
NDRO,2015-09-29 09:36:00,2018-09-13 16:02:00,46207.0
NDSN,2015-09-29 09:30:00,2020-08-19 12:05:00,285243.0
NDZ,,,
NE,2015-09-29 09:30:00,2020-07-30 19:23:00,486436.0
NEA,2015-09-29 09:30:00,2020-08-19 12:04:00,257338.0
NEBS,,,
NEBU,2018-03-06 11:19:00,2020-06-10 16:03:00,5074.0
NEBUU,2018-01-10 10:31:00,2020-06-10 11:10:00,1629.0
NEBUW,2018-03-22 10:00:00,2020-06-10 18:43:00,1620.0
NED,,,
NEE,2015-09-29 09:30:00,2020-08-19 12:06:00,479473.0
NEE.C,2015-09-29 09:30:00,2017-11-08 15:52:00,10598.0
NEE.G,2015-09-29 09:39:00,2017-10-20 16:09:00,18309.0
NEE.H,2015-09-29 09:30:00,2017-10-20 16:01:00,17278.0
NEE.I,2015-09-29 09:30:00,2020-08-18 16:00:00,57097.0
NEE.J,2015-09-29 09:30:00,2020-08-18 16:00:00,55367.0
NEE.K,2016-06-09 09:30:00,2020-08-18 16:00:00,78515.0
NEE.N,2019-03-18 09:30:00,2020-08-18 16:00:00,32847.0
NEE.O,2019-09-11 09:36:00,2020-08-18 15:58:00,8843.0
NEE.P,2015-09-29 12:10:00,2020-08-18 15:59:00,7620.0
NEE.Q,2015-09-29 10:24:00,2018-08-31 16:03:00,6846.0
NEE.R,2016-08-31 09:36:00,2019-08-30 17:09:00,16248.0
NEFF,2015-09-29 10:33:00,2017-09-29 16:00:00,55374.0
NEI,,,
NEM,2015-09-29 05:14:00,2020-08-19 12:07:00,508124.0
NEN,2015-09-29 14:32:00,2020-08-18 14:27:00,4314.0
NEO,2015-09-29 09:30:00,2020-08-19 12:07:00,354681.0
NEOG,2015-09-29 08:00:00,2020-08-19 12:08:00,228473.0
NEON,2015-09-29 09:30:00,2020-08-19 12:05:00,89119.0
NEOP,,,
NEOS,2015-09-29 09:30:00,2020-08-19 12:05:00,217734.0
NEOT,2015-09-29 09:30:00,2018-01-17 19:48:00,61973.0
NEP,2015-09-29 09:32:00,2020-08-19 12:07:00,289735.0
NEPH,2015-09-29 11:22:00,2020-08-19 11:51:00,12358.0
NEPT,2015-09-29 09:29:00,2020-08-19 12:07:00,229679.0
NERV,2015-09-29 09:30:00,2020-08-19 12:08:00,225509.0
NES,2015-09-29 09:30:00,2020-08-19 12:07:00,25852.0
NESR,2017-06-05 12:29:00,2020-08-19 12:04:00,76666.0
NESRW,2017-06-05 12:02:00,2020-08-19 11:46:00,3220.0
NET,2019-09-13 11:48:00,2020-08-19 12:08:00,95185.0
NETC,,,
NETE,2015-09-29 09:30:00,2020-08-19 12:08:00,152830.0
NETL,2019-03-22 10:53:00,2020-08-18 15:45:00,6526.0
NETS,2017-04-12 10:22:00,2019-06-14 16:04:00,54881.0
NEU,2015-09-29 09:31:00,2020-08-19 12:05:00,85994.0
NEV,2015-09-29 09:30:00,2020-08-19 12:04:00,93814.0
NEW,2018-06-15 09:59:00,2020-08-19 12:08:00,81887.0
NEWA,2017-07-28 12:05:00,2020-08-19 07:18:00,46778.0
NEWL,2015-09-29 10:14:00,2016-03-03 16:23:00,1885.0
NEWM,2015-09-29 09:30:00,2019-11-19 19:07:00,279550.0
NEWN,2015-08-10 12:46:00,2015-11-05 12:34:00,23.0
NEWP,2015-09-29 09:30:00,2016-04-29 16:00:00,30058.0
NEWR,2015-09-29 09:30:00,2020-08-19 12:08:00,383609.0
NEWS,2015-09-29 09:30:00,2017-12-22 18:07:00,53385.0
NEWT,2015-09-29 09:30:00,2020-08-19 12:07:00,186118.0
NEWTI,2018-02-22 09:38:00,2020-08-19 11:19:00,3537.0
NEWTL,2016-04-25 12:51:00,2020-08-19 11:02:00,4843.0
NEWTZ,2015-09-29 10:38:00,2019-08-28 11:16:00,2570.0
NEX,2019-10-31 09:30:00,2020-08-19 12:08:00,74002.0
NEXA,2017-10-27 10:29:00,2020-08-19 11:41:00,96558.0
NEXT,2015-10-12 09:28:00,2020-08-19 12:05:00,49100.0
NFBK,2015-09-29 09:30:00,2020-08-19 12:09:00,174595.0
NFC,2018-06-28 09:44:00,2019-12-18 16:02:00,3845.0
NFC.U,2018-06-28 09:44:00,2019-12-13 15:59:00,1199.0
NFE,2019-01-31 10:35:00,2020-08-19 12:08:00,50712.0
NFEC,2015-09-29 10:50:00,2019-02-07 17:38:00,41399.0
NFG,2015-09-29 09:33:00,2020-08-19 12:11:00,387839.0
NFH,2018-06-28 09:44:00,2020-08-19 11:45:00,15365.0
NFIN,2019-08-14 12:14:00,2020-08-19 11:48:00,9723.0
NFINU,2019-07-31 10:20:00,2020-08-18 13:23:00,1177.0
NFINW,2019-08-14 10:27:00,2020-08-19 11:50:00,8091.0
NFJ,2015-09-29 09:30:00,2020-08-19 12:09:00,228186.0
NFLX,2015-09-29 04:36:00,2020-08-19 12:10:00,626391.0
NFM,,,
NFP,,,
NFS,,,
NFSB,,,
NFX,2015-09-29 09:30:00,2019-02-13 16:40:00,331594.0
NFZ,,,
NG,2015-09-29 09:29:00,2020-08-19 12:11:00,434302.0
NGA,,,
NGB,,,
NGD,2015-09-29 05:35:00,2020-08-19 12:09:00,471884.0
NGG,2015-09-29 04:00:00,2020-08-19 12:09:00,434480.0
NGHC,2015-09-29 09:30:00,2020-08-19 12:10:00,274615.0
NGHCN,2016-07-11 09:25:00,2020-08-19 12:00:00,36070.0
NGHCO,2015-09-29 09:30:00,2020-08-19 10:56:00,34857.0
NGHCP,2015-09-29 09:30:00,2020-08-19 11:17:00,8606.0
NGHCZ,2015-09-29 09:30:00,2020-08-19 12:04:00,18784.0
NGK,,,
NGL,2015-09-29 09:30:00,2020-08-19 12:10:00,366313.0
NGL.B,2017-06-16 09:30:00,2020-08-18 16:00:00,37024.0
NGL.C,2019-04-03 09:59:00,2020-08-18 13:08:00,8377.0
NGLS,2015-09-29 09:30:00,2016-02-16 18:12:00,35173.0
NGLS.A,2015-10-20 09:33:00,2020-08-18 15:59:00,32062.0
NGM,2019-04-04 13:06:00,2020-08-19 12:10:00,61751.0
NGO,,,
NGPC,,,
NGS,2015-09-29 09:30:00,2020-08-19 12:10:00,97848.0
NGSX,2015-09-30 10:36:00,2016-03-02 14:49:00,112.0
NGT,,,
NGVC,2015-09-29 09:30:00,2020-08-19 12:10:00,182017.0
NGVT,2016-05-02 10:12:00,2020-08-19 12:09:00,262548.0
NGX,,,
NGZ,,,
NH,2016-06-02 10:50:00,2020-08-19 12:10:00,151135.0
NHA,2016-01-27 09:34:00,2020-08-19 10:29:00,18838.0
NHC,2015-09-29 09:48:00,2020-08-19 12:06:00,78447.0
NHC.A,2015-09-29 11:07:00,2015-10-27 15:57:00,155.0
NHF,2015-09-29 09:30:00,2020-08-19 12:06:00,174396.0
NHI,2015-09-29 09:30:00,2020-08-19 12:11:00,278474.0
NHICU,2020-07-31 11:33:00,2020-08-19 11:32:00,518.0
NHLD,2015-09-29 10:42:00,2020-08-19 11:32:00,19885.0
NHLDW,2017-01-23 10:28:00,2020-08-18 12:47:00,1299.0
NHP,,,
NHS,2015-09-29 09:34:00,2020-08-19 11:15:00,107678.0
NHTB,,,
NHTC,2015-09-29 09:30:00,2020-08-19 11:54:00,151504.0
NHWK,,,
NI,2015-09-29 09:30:00,2020-08-19 12:12:00,476258.0
NI.B,2019-01-04 09:34:00,2020-08-18 16:00:00,21930.0
NICE,2015-09-29 09:30:00,2020-08-19 12:13:00,246270.0
NICK,2015-09-29 09:30:00,2020-08-14 15:46:00,19221.0
NID,2015-09-29 09:30:00,2020-08-19 12:13:00,101777.0
NIE,2015-09-29 09:30:00,2020-08-19 12:10:00,149244.0
NIF,,,
NIHD,2015-09-29 09:30:00,2019-12-31 16:00:00,304991.0
NIHDQ,,,
NII,,,
NILE,2015-09-29 09:30:00,2017-02-16 16:58:00,54736.0
NIM,2015-09-29 09:30:00,2020-08-19 12:07:00,34439.0
NINE,2018-01-19 10:30:00,2020-08-19 12:11:00,117424.0
NIO,2015-09-29 09:30:00,2020-08-19 12:12:00,334327.0
NIQ,2015-09-29 09:30:00,2020-08-19 11:24:00,37428.0
NITE,2017-09-28 10:51:00,2019-06-06 16:00:00,37063.0
NIU,2018-10-19 10:21:00,2020-08-19 12:12:00,80522.0
NIV,,,
NJ,2015-09-29 09:33:00,2016-04-29 16:05:00,17743.0
NJR,2015-09-29 09:30:00,2020-08-19 12:12:00,364770.0
NJV,2015-09-29 09:30:00,2020-08-19 09:59:00,11999.0
NK,2015-09-29 09:30:00,2020-08-19 12:12:00,265815.0
NKA,2015-09-29 09:30:00,2016-07-18 15:59:00,13316.0
NKBP,,,
NKE,2015-09-29 04:05:00,2020-08-19 12:13:00,520040.0
NKG,2015-09-29 10:13:00,2020-08-19 09:53:00,22390.0
NKL,,,
NKLA,2018-06-11 09:29:00,2020-08-19 12:12:00,66500.0
NKLAW,2018-06-11 09:28:00,2020-08-19 12:12:00,36533.0
NKO,,,
NKR,,,
NKSH,2015-09-29 09:30:00,2020-08-19 11:31:00,21524.0
NKTR,2015-09-29 09:29:00,2020-08-19 12:12:00,467844.0
NKTX,2020-07-10 11:17:00,2020-08-19 12:10:00,5510.0
NKX,2015-09-29 09:30:00,2020-08-19 12:08:00,108815.0
NL,2015-09-29 09:30:00,2020-08-19 12:05:00,64641.0
NLC,,,
NLCI,,,
NLNK,2015-09-29 08:41:00,2020-03-18 16:00:00,294113.0
NLOK,2019-03-08 08:49:00,2020-08-19 12:13:00,148023.0
NLP,,,
NLS,2015-09-29 09:07:00,2020-08-19 12:13:00,316235.0
NLSN,2015-09-29 09:31:00,2020-08-19 12:16:00,475249.0
NLTX,2015-09-29 09:30:00,2020-08-19 12:13:00,192616.0
NLY,2015-09-29 08:59:00,2020-08-19 12:15:00,502100.0
NLY.A,2015-09-29 10:42:00,2017-08-24 15:34:00,8847.0
NLY.C,2015-09-29 09:32:00,2019-07-19 15:59:00,31263.0
NLY.D,2015-09-29 09:32:00,2020-08-18 15:55:00,65092.0
NLY.E,2016-07-12 09:47:00,2018-02-07 16:05:00,13931.0
NLY.F,2017-08-01 09:11:00,2020-08-18 19:59:00,74091.0
NLY.G,2018-01-10 15:08:00,2020-08-18 15:57:00,50350.0
NLY.H,2018-09-07 11:48:00,2019-05-30 10:20:00,1279.0
NLY.I,2019-07-01 09:33:00,2020-08-18 15:59:00,25315.0
NM,2015-09-29 09:30:00,2020-08-19 12:13:00,247364.0
NM.G,2015-09-29 11:56:00,2020-08-18 13:59:00,13053.0
NM.H,2015-09-29 12:31:00,2020-08-18 15:25:00,19823.0
NMA,2015-09-29 09:30:00,2016-04-08 16:02:00,12862.0
NMAR,,,
NMB,,,
NMBL,2015-09-29 09:30:00,2017-04-13 16:00:00,135734.0
NMCI,2018-12-10 09:51:00,2020-08-19 12:12:00,21266.0
NMCO,2019-09-17 09:31:00,2020-08-19 12:11:00,21088.0
NMD,,,
NMFC,2015-09-29 09:30:00,2020-08-19 12:15:00,301707.0
NMFX,2018-09-28 09:54:00,2020-08-19 11:22:00,3210.0
NMI,2015-09-29 09:30:00,2020-08-19 09:30:00,26410.0
NMIH,2015-09-29 09:30:00,2020-08-19 12:14:00,335023.0
NMK.B,2015-09-29 11:29:00,2020-08-14 11:48:00,1142.0
NMK.C,2015-10-06 11:51:00,2020-08-18 14:38:00,1057.0
NML,2015-09-29 09:30:00,2020-08-19 12:10:00,237392.0
NMM,2015-09-29 09:30:00,2020-08-19 12:14:00,236112.0
NMO,2015-09-29 09:30:00,2016-09-09 16:02:00,22520.0
NMP,,,
NMR,2015-09-29 08:55:00,2020-08-19 12:12:00,226601.0
NMRD,2017-02-16 14:04:00,2020-08-19 12:09:00,23840.0
NMRK,2017-12-15 10:59:00,2020-08-19 12:14:00,202338.0
NMRKV,2018-11-20 16:00:00,2018-11-30 16:00:00,50.0
NMRX,2015-09-29 09:59:00,2017-12-06 15:57:00,29524.0
NMS,2015-09-29 10:05:00,2020-08-19 09:30:00,13679.0
NMT,2015-09-29 09:30:00,2020-08-19 11:31:00,20502.0
NMTR,2016-07-08 10:22:00,2020-08-19 12:14:00,142681.0
NMX,,,
NMY,2015-09-29 09:30:00,2020-08-19 11:47:00,48653.0
NMZ,2015-09-29 09:30:00,2020-08-19 11:59:00,147636.0
NNA,2015-09-29 09:30:00,2020-08-19 12:14:00,217689.0
NNB,,,
NNBR,2015-09-29 09:30:00,2020-08-19 12:14:00,259697.0
NNC,2015-09-29 09:30:00,2019-11-15 18:30:00,30473.0
NNDM,2016-03-07 09:30:00,2020-08-19 12:14:00,84805.0
NNF,,,
NNI,2015-09-29 09:30:00,2020-08-19 12:08:00,162294.0
NNJ,,,
NNN,2015-09-29 09:30:00,2020-08-19 12:15:00,449158.0
NNN.D,2015-09-29 10:28:00,2017-02-22 16:00:00,11770.0
NNN.E,2015-09-29 09:30:00,2019-10-04 12:23:00,32564.0
NNN.F,2016-10-13 09:30:00,2020-08-18 16:00:00,49983.0
NNO,,,
NNP,,,
NNVC,2015-09-29 09:34:00,2020-08-19 12:15:00,135349.0
NNY,2015-09-29 09:30:00,2020-08-19 11:56:00,43222.0
NOA,2015-09-29 09:34:00,2020-08-19 12:14:00,125714.0
NOAH,2015-09-29 09:33:00,2020-08-19 12:15:00,286827.0
NOC,2015-09-29 09:30:00,2020-08-19 12:15:00,447380.0
NODK,2017-03-16 10:01:00,2020-08-19 11:40:00,25180.0
NOG,2015-09-29 09:30:00,2020-08-19 12:16:00,452346.0
NOIZ,,,
NOK,2015-09-29 07:06:00,2020-08-19 12:17:00,569918.0
NOM,2015-09-29 09:30:00,2020-08-19 10:40:00,5613.0
NOMD,2015-09-29 08:11:00,2020-08-19 12:21:00,370481.0
NOOF,,,
NOR,2015-09-29 09:31:00,2015-11-25 19:42:00,5770.0
NORD,2015-09-29 09:50:00,2017-09-01 16:14:00,76022.0
NOV,2015-09-29 09:30:00,2020-08-19 12:31:00,483780.0
NOVA,2019-07-25 10:20:00,2020-08-19 12:16:00,70513.0
NOVB,,,
NOVL,,,
NOVN,2016-09-21 11:33:00,2020-08-19 12:16:00,141910.0
NOVS,2020-06-12 12:20:00,2020-08-19 12:16:00,649.0
NOVSU,2020-05-15 10:20:00,2020-08-18 15:59:00,534.0
NOVSW,2020-06-16 11:12:00,2020-08-19 12:14:00,2596.0
NOVT,2015-09-29 09:30:00,2020-08-19 12:14:00,194594.0
NOW,2015-09-29 06:36:00,2020-08-19 12:16:00,475485.0
NP,2015-09-29 09:30:00,2020-08-19 12:08:00,157335.0
NPA,2019-11-01 15:02:00,2020-08-19 11:26:00,1333.0
NPAUU,2019-09-11 10:22:00,2020-08-12 10:41:00,894.0
NPAWW,2019-11-01 12:11:00,2020-08-19 10:32:00,361.0
NPBC,2015-09-29 09:30:00,2016-04-01 16:14:00,39932.0
NPBCO,,,
NPC,,,
NPD,2015-09-29 09:51:00,2016-08-03 16:02:00,14220.0
NPF,2015-09-29 09:30:00,2016-09-09 16:02:00,17477.0
NPG,,,
NPI,2015-09-29 09:30:00,2016-09-09 16:02:00,27830.0
NPK,2015-09-29 09:30:00,2020-08-19 12:05:00,86757.0
NPM,2015-09-29 09:30:00,2016-09-09 16:02:00,33515.0
NPN,2015-09-29 15:09:00,2020-08-18 12:28:00,5138.0
NPO,2015-09-29 09:30:00,2020-08-19 12:16:00,194206.0
