propertycode,Minimum,Maximum
319672,102.24,205.53
319688,51.64,92.95
319704,77.51,139.43
319824,50.6,91.92
319868,67.13,165.24
319960,42.35,114.64
319984,73.33,229.29
320895,185.85,590.73
321868,50.23,74.34
322585,46.27,61.69
322590,88.34,107.18
322986,54.94,142.29
323295,35.16,65.3
324106,75.35,93.44
324143,199.12,358.02
324404,100.38,100.38
324499,164.56,445.28
325363,72.6,169.4
325384,193.89,299.38
325682,52.01,114.22
325982,43.82,43.82
326365,161.6,286.69
326578,34.08,68.15
326797,39.43,87.62
326842,33.3,37.0
327152,64.68,138.39
327199,103.92,141.94
327381,39.43,43.82
328036,36.03,63.29
328196,49.18,58.9
328254,140.92,228.11
328299,58.43,107.11
328631,80.37,452.08
328665,70.33,90.42
328801,60.28,100.46
328831,35.16,80.37
328838,48.07,154.71
329055,64.29,79.37
329092,69.07,90.24
329096,67.76,86.4
329135,40.18,40.18
329231,55.25,55.25
329404,58.86,141.75
329424,39.18,120.55
329615,29.13,45.21
329664,45.81,67.91
329737,46.77,77.36
329777,45.21,45.21
329900,68.32,125.58
329956,58.77,119.55
329968,99.46,114.93
329972,56.06,166.77
330181,35.16,114.53
330293,55.25,150.69
330380,56.97,150.69
330491,54.25,94.43
330507,45.21,75.35
330529,46.41,66.31
330560,87.8,120.55
330591,59.01,316.45
330601,125.58,226.05
330718,32.15,79.37
330819,45.21,99.46
330881,28.12,50.23
330929,343.58,414.32
331033,39.78,81.28
331082,26.07,37.81
331138,124.06,290.87
331559,21.84,38.51
331609,73.79,104.2
331670,35.89,59.3
331753,30.82,33.41
331868,57.65,57.65
331944,71.11,114.36
331980,46.36,175.53
331999,23.87,39.6
332197,37.86,64.86
332303,44.78,89.37
332381,32.09,61.01
332464,25.41,56.35
332474,68.33,98.98
332542,28.2,60.88
333269,113.64,338.82
333359,75.3,84.11
333593,82.36,184.53
333606,66.73,248.13
333902,48.77,91.35
334541,49.97,119.16
334672,105.59,168.94
334775,183.35,431.99
334787,53.56,81.67
335449,44.96,174.23
335467,136.21,279.82
335539,202.2,492.6
336220,217.63,332.51
336456,86.4,139.64
336724,62.3,105.59
337084,89.41,507.34
337148,57.18,160.74
337270,109.14,162.89
337723,133.05,198.52
337797,65.07,123.94
337941,80.47,103.07
338290,53.55,63.57
338291,36.8,73.02
338964,122.89,429.98
339001,40.18,80.37
339002,66.52,237.55
339286,43.82,111.97
341799,27.16,67.43
341867,62.77,100.54
341868,61.77,121.85
341947,57.44,130.93
342004,75.32,109.47
342154,66.52,84.48
344143,125.87,316.78
344180,73.67,163.74
344207,48.52,528.48
344604,100.01,325.61
344833,172.16,265.43
345569,76.04,76.04
345708,89.75,174.23
345716,88.7,136.21
345740,63.36,107.7
345741,79.19,95.03
345759,52.74,94.98
345789,140.65,272.43
345929,110.87,131.99
345975,57.02,163.67
346113,84.48,89.75
346898,58.07,110.87
346899,47.52,84.48
347332,148.66,148.66
348126,57.02,83.16
348535,47.52,97.15
348703,82.76,121.7
348882,87.32,122.9
349114,80.37,100.46
349269,197.37,235.27
349800,33.74,77.9
350511,60.84,96.32
350760,118.79,153.1
350853,101.65,1104.11
351052,64.19,162.75
351579,40.21,102.08
351714,35.46,71.39
352573,38.94,107.11
352690,83.35,181.69
352929,144.12,151.7
353384,50.23,66.31
353825,40.45,89.89
354733,45.21,104.98
355356,149.69,350.61
355494,39.45,102.11
355568,84.45,135.53
355644,57.02,69.69
355680,52.8,84.48
355804,61.96,142.52
355865,174.8,268.24
355871,32.12,58.3
356266,60.19,95.03
356277,28.51,126.71
356398,94.25,177.01
356869,88.04,116.6
357167,45.97,46.91
357190,78.96,107.92
357960,139.38,181.61
359587,38.18,62.28
359782,95.44,135.63
359934,45.21,75.35
359963,175.61,215.0
360099,79.19,121.43
360176,149.75,191.07
360351,50.23,85.39
360641,65.3,65.3
360747,82.68,284.15
360793,55.25,106.49
360811,75.35,75.35
360844,47.22,67.31
361107,62.26,70.69
361114,120.07,150.19
361117,55.25,98.45
361327,85.39,150.69
363240,59.28,89.41
363262,65.3,65.3
363282,56.26,130.6
364253,52.53,52.53
364386,75.35,257.19
364981,118.47,137.99
365601,512.37,512.37
365614,84.48,84.48
365888,97.45,316.45
366660,66.63,66.63
366737,58.43,116.84
366909,75.75,93.44
366961,59.28,81.38
367171,329.52,520.4
367192,38.53,2017.73
367525,43.4,68.81
367599,75.08,151.41
367612,962.44,1026.73
367778,52.24,64.29
367834,66.41,104.93
367888,77.36,113.53
367943,26.98,59.97
368047,50.23,90.42
368184,35.22,42.83
368186,39.18,74.34
368193,97.45,186.42
368339,49.23,86.4
368398,79.57,92.22
368415,75.39,124.96
368601,35.61,128.07
368611,19.79,41.0
368612,68.8,103.22
368615,25.0,57.21
368616,43.0,61.79
368631,26.33,66.86
368779,77.36,127.58
368782,40.21,87.81
368831,43.55,86.4
368989,42.7,95.44
369071,97.45,198.92
369113,78.33,124.75
369119,69.32,143.19
369182,28.77,44.27
369332,18.37,61.53
369396,73.49,102.48
369466,37.63,128.37
369502,64.04,99.23
369589,38.07,79.72
369600,70.33,194.8
369635,60.28,60.28
369664,25.12,60.28
369706,21.42,45.21
369788,42.59,83.05
369968,29.94,45.45
369978,54.25,100.46
370028,64.29,64.29
370153,47.59,90.42
370227,35.16,97.45
370357,37.77,78.36
370389,70.33,115.54
370405,40.18,80.37
370601,44.2,90.42
370687,67.76,78.19
370691,55.25,105.48
370711,76.25,225.64
370800,78.36,156.72
370855,54.25,110.51
370876,42.53,111.16
370986,49.04,90.42
371090,121.0,212.96
371178,37.84,87.84
371234,50.23,200.93
371269,76.04,121.66
371287,87.79,351.15
371297,91.42,101.47
371394,56.36,92.43
371401,72.3,103.28
371408,91.96,123.9
371436,90.76,118.12
371761,98.45,140.65
372416,67.13,102.24
372770,69.2,128.07
372921,89.24,175.81
372971,58.87,118.78
373043,56.8,98.12
373236,63.0,132.2
373245,49.06,134.27
373379,72.3,131.16
373839,104.54,116.16
374265,85.39,180.84
374806,48.52,159.33
374851,57.27,59.28
375923,122.06,251.15
376047,70.33,70.33
376828,54.85,74.36
376896,79.19,100.32
376907,66.31,66.31
376997,38.73,76.15
377040,73.5,88.72
377065,33.08,46.4
377192,69.32,149.69
377267,50.23,50.23
377350,52.24,75.35
377568,74.34,166.77
377573,70.33,85.39
377694,103.48,103.48
377702,46.22,239.1
377842,52.8,116.16
377946,35.16,45.21
377953,55.25,110.51
378418,81.7,112.48
378559,71.27,133.23
378574,54.49,104.46
378647,80.37,80.37
378651,91.96,91.96
378758,70.33,99.96
378860,64.29,85.39
379219,89.66,145.67
379298,184.78,248.14
379306,95.44,110.51
379480,94.43,332.53
379654,74.33,74.33
380081,109.47,125.11
380089,21.42,45.21
380095,78.36,98.45
380117,175.81,195.9
380323,147.83,200.62
380460,68.32,209.97
380509,53.54,135.64
380513,35.46,142.78
380801,147.83,211.19
380876,61.18,94.4
380965,40.36,83.6
381022,55.25,60.61
381435,52.24,76.35
381598,68.32,68.32
381814,42.91,66.32
381887,132.61,226.05
381973,114.71,114.71
382126,86.64,183.46
382245,26.18,45.21
382334,42.83,47.59
382373,73.91,89.75
382407,69.86,177.6
382411,60.93,106.38
382463,90.76,136.37
382469,85.53,174.23
382484,74.36,117.74
382574,26.27,66.0
382782,75.35,532.46
382885,91.07,182.15
382944,55.73,156.64
382963,120.55,120.55
383432,30.73,38.51
383528,52.13,105.3
383593,75.35,75.35
383927,89.41,313.45
383983,60.06,160.74
383990,43.2,100.46
384024,65.45,83.84
384235,64.29,78.36
384343,44.35,101.37
384464,35.16,60.28
384467,65.3,65.3
384472,77.36,87.4
384508,23.8,59.49
384659,55.73,136.46
385100,42.18,63.29
385136,88.61,174.05
385219,66.31,86.4
385280,71.33,263.21
385354,47.72,75.85
385482,50.23,65.3
385541,84.99,178.83
385646,106.48,159.72
385680,70.33,168.78
385809,85.39,130.6
385875,30.93,42.83
386222,61.28,95.44
386257,41.55,72.1
386504,94.94,94.94
386522,95.44,190.88
386527,32.12,52.35
386626,54.25,54.25
386649,54.25,94.43
386802,43.2,78.36
387208,40.27,49.64
387221,165.76,370.41
387309,90.42,340.57
387395,58.42,170.39
387428,59.28,59.28
387473,22.48,67.43
387531,79.81,79.81
387544,18.81,24.35
388283,85.39,125.58
388506,116.16,183.92
388561,96.02,248.94
388677,40.18,60.28
388838,52.47,124.71
388945,54.84,242.05
388982,70.33,125.58
389202,106.93,164.91
389257,170.79,276.27
389277,125.84,232.32
389529,76.43,133.23
389786,45.21,90.42
389811,66.86,109.4
389814,115.54,286.32
389868,142.55,237.58
389884,96.32,154.42
389960,106.48,217.8
390137,112.72,112.72
390216,59.1,149.09
390442,40.18,55.25
390710,61.28,66.31
390732,44.97,116.6
390772,96.05,137.22
390908,16.33,96.1
390933,14.8,14.8
391001,98.45,168.78
391014,88.21,118.54
391089,63.29,70.33
391151,42.6,198.75
391250,58.87,90.88
391418,41.45,94.18
392197,75.59,131.26
392207,623.39,623.39
392367,27.87,62.46
392395,60.28,70.33
392451,54.25,130.6
392815,75.35,101.8
393025,59.28,120.55
393031,53.24,68.71
393121,189.12,316.46
393304,152.05,152.05
394972,60.28,80.37
394974,51.23,82.38
395018,70.33,80.37
395028,89.41,119.55
395227,71.33,189.88
395728,29.9,37.11
395961,83.57,199.82
396033,60.28,60.28
396068,47.72,57.27
396183,65.3,65.3
396207,58.27,116.53
396745,55.25,82.36
397078,31.12,93.02
397082,25.64,41.25
397103,34.11,44.48
397104,23.57,37.07
397368,37.0,104.25
397687,75.35,95.44
397926,77.46,284.02
397975,67.13,139.43
398439,68.64,142.55
398443,73.86,100.25
398452,70.96,182.46
398455,42.23,73.91
399224,44.13,62.63
399328,76.01,147.82
400144,80.37,202.4
400606,73.18,136.21
400607,316.78,398.09
400783,99.1,369.04
400864,63.36,84.48
401196,64.62,149.94
401198,72.69,125.66
401291,115.73,224.15
401293,96.02,96.02
401767,72.33,121.56
402243,70.33,435.12
402596,73.91,73.91
402698,50.12,62.66
403816,44.2,59.28
403951,64.04,64.04
403953,84.56,123.0
404180,55.14,86.0
404215,62.28,72.33
404789,129.59,164.76
404795,82.38,109.5
404933,116.16,142.55
405003,120.38,158.39
405050,209.77,233.88
405153,68.64,147.83
405283,142.66,142.66
405338,110.51,344.59
406280,95.03,190.07
406303,26.29,32.13
406360,107.11,107.12
406582,40.18,75.35
406935,100.32,137.27
407129,76.03,158.39
407215,48.19,109.55
407285,74.97,147.83
407438,135.63,282.11
407532,218.35,246.57
407609,77.26,147.68
407873,95.44,502.32
407910,88.67,214.51
408067,71.8,134.1
408092,60.28,85.39
408293,83.41,141.5
408545,169.93,382.77
409583,88.7,361.13
410169,67.57,158.39
410179,145.06,145.2
410181,66.31,233.08
411077,129.25,492.65
411119,105.49,179.83
411906,58.08,89.16
413739,97.15,97.15
413774,95.03,116.16
413817,79.19,137.27
413857,74.97,258.71
413896,82.36,98.83
414138,87.65,114.04
414208,96.08,160.5
414239,63.36,147.83
414245,82.36,114.04
414255,84.48,153.1
414284,62.3,146.77
414316,100.32,105.59
414319,63.36,110.87
414439,28.12,65.3
414542,120.55,180.84
414544,55.7,187.87
414548,62.85,112.76
415101,47.43,309.76
416476,144.67,280.3
417232,218.93,218.93
418074,35.98,51.56
418168,18.41,41.31
420899,55.76,55.76
421349,26.18,80.91
421352,21.42,38.07
421538,46.91,104.25
421686,51.32,88.89
423823,55.25,68.32
424244,125.68,272.37
424273,61.28,61.28
424310,47.22,82.38
424360,89.41,179.83
424397,44.4,52.24
424401,47.22,55.25
424556,55.25,130.6
424748,38.18,89.41
425118,95.44,194.89
425316,19.74,98.67
426110,85.39,85.39
426146,43.2,125.58
426157,50.23,110.51
426409,44.2,129.59
426454,78.36,103.48
426465,109.5,167.78
426740,78.36,85.39
427825,45.76,45.76
429280,56.06,98.45
430443,56.47,109.05
431269,94.48,213.12
431740,39.61,110.42
431830,30.7,56.65
431851,61.96,67.13
431906,24.21,51.9
432303,239.66,239.92
432407,28.1,82.6
433709,197.8,899.32
434063,37.47,118.2
434987,47.52,95.03
435070,56.8,143.56
435112,20.39,30.7
435166,119.29,145.67
435275,63.29,135.63
435371,60.28,83.38
435382,58.77,65.3
435607,64.14,102.24
437403,91.87,147.83
439630,51.74,83.41
439637,54.74,81.59
440283,165.76,644.98
440315,89.75,110.87
440952,60.44,120.38
442211,144.97,247.86
442306,85.09,187.87
442528,79.64,275.15
442720,10104.05,12630.07
442726,59.91,164.22
442780,24.41,99.51
442859,65.09,152.05
443033,131.61,234.72
443352,67.51,95.65
443428,68.31,89.41
443565,89.66,158.02
443882,124.91,281.57
444557,47.52,68.64
444559,107.7,156.4
444576,51.87,680.96
444854,36.96,75.49
445464,67.56,128.16
445737,73.14,163.75
445738,54.9,213.29
445980,90.65,90.65
446724,87.77,210.97
448855,88.7,137.99
448876,75.35,120.55
448936,68.32,68.32
448967,25.69,35.02
448973,28.2,56.72
449052,240.98,240.98
449072,50.68,95.03
449096,89.75,195.35
449120,169.79,212.24
449128,10.16,30.95
449149,166.8,364.89
449175,135.63,426.96
449405,43.4,48.23
449428,72.33,90.42
449525,52.8,68.64
449898,51.74,142.55
450067,61.28,79.37
450168,73.91,158.39
450259,99.78,205.9
450285,45.21,65.3
450638,116.16,153.1
450678,174.23,174.23
450689,42.24,72.86
451088,58.08,167.89
451138,109.89,312.32
451156,33.26,179.51
451467,101.41,217.31
451809,78.36,78.36
451909,76.03,107.7
452089,19.22,44.2
452184,68.64,147.83
452193,93.83,130.31
452456,153.21,153.21
452556,78.14,210.12
452661,52.27,263.98
452676,34.08,38.94
452761,68.32,93.44
452798,34.16,79.08
452814,45.21,55.25
452887,56.26,150.41
453445,113.74,191.36
454186,118.54,118.54
454227,71.81,98.73
454466,96.05,272.66
454523,22.48,29.94
454578,122.49,138.33
454614,48.44,93.86
455306,52.49,55.25
455351,66.31,240.1
455360,70.33,70.33
455569,47.65,128.8
455610,71.58,251.15
455667,49.23,99.46
455831,92.92,178.45
457512,48.81,123.37
457576,50.17,68.41
457925,42.76,64.06
458247,107.7,152.05
459864,65.57,99.25
459919,46.82,79.6
459949,29.79,151.83
459993,91.92,143.56
460012,59.91,105.35
460062,84.33,175.79
460445,94.54,226.61
460586,62.79,125.58
461352,40.36,92.25
461481,103.59,189.62
461484,156.72,346.6
461626,75.6,90.42
461749,115.76,238.09
462159,82.27,158.23
462471,45.71,12556.64
462569,114.04,178.33
462763,42.76,100.32
462884,115.1,144.67
463111,136.59,202.1
463362,126.71,182.46
463459,80.25,103.48
464063,41.18,87.65
464161,90.63,176.82
464456,75.27,83.63
464842,108.83,108.83
464985,80.78,163.67
465279,84.48,174.23
465320,79.19,100.32
465846,42.23,105.59
465970,138.22,252.16
466492,122.96,196.4
466516,35.41,46.48
466855,58.27,66.31
467095,38.94,82.76
467236,53.24,60.48
467294,37.18,55.25
467346,38.18,38.18
467365,160.74,160.74
467475,69.3,135.79
467573,80.56,139.43
467627,30.14,75.35
467706,58.45,58.45
467767,131.1,191.28
467836,119.11,247.09
468509,62.55,93.83
468657,68.64,100.32
468797,85.0,479.65
469239,116.16,116.16
469250,105.59,158.39
469262,95.03,101.37
469275,82.76,131.44
469280,39.03,82.36
469289,79.19,93.98
469327,88.72,297.14
469769,29.56,85.53
469786,65.07,91.92
469890,49.23,49.23
469968,38.94,87.62
470042,34.48,50.83
470162,51.99,63.54
470405,125.66,173.18
470439,80.37,110.51
470465,78.49,231.35
470683,84.29,84.29
470743,94.43,126.59
471699,28.55,38.07
471777,18.15,36.95
471814,49.04,95.18
471916,51.64,82.63
471937,44.2,75.35
471950,38.18,48.23
471966,68.32,96.44
471970,45.21,65.3
471983,112.36,141.96
472023,38.42,65.3
472194,73.91,125.66
472212,62.3,316.78
472757,73.91,103.48
473489,60.28,80.37
473545,80.37,113.2
473861,44.0,78.24
474257,57.02,139.38
474292,66.62,148.78
474639,89.75,153.1
474675,63.21,247.87
474743,70.25,103.2
474762,105.59,205.9
474774,82.36,82.36
474915,57.94,107.11
475112,52.0,104.42
475195,29.29,63.53
475216,48.07,130.06
475264,84.48,84.48
475272,30.7,42.59
475278,44.48,148.19
475281,50.68,84.48
475328,40.69,73.77
475350,41.64,76.15
476450,62.89,73.33
476475,63.36,89.75
476533,79.19,89.75
476594,59.28,74.34
476705,80.37,120.55
476839,89.75,121.43
477172,142.54,142.54
477277,89.75,126.71
477361,72.86,116.16
477453,73.4,230.5
477481,59.14,91.87
477484,168.94,168.94
477954,215.67,469.88
478224,47.52,89.75
478548,107.47,117.61
478887,209.07,232.3
479249,76.43,190.03
479703,85.39,139.64
479756,52.13,135.53
479904,87.79,122.9
480087,516.6,553.5
480248,137.27,153.1
480330,77.93,102.83
480878,157.34,189.01
481047,55.85,110.71
481092,140.65,174.8
481331,56.8,134.27
481945,56.26,85.39
482047,37.46,42.15
482203,24.09,42.23
482219,49.73,115.54
482433,130.6,166.77
482464,52.24,106.49
482833,43.82,58.43
483349,41.76,82.1
483616,67.71,101.38
483958,28.51,59.55
484323,69.32,114.53
484988,95.03,95.03
485173,59.33,106.42
485428,140.65,140.65
485549,74.88,116.71
485639,94.43,188.87
485962,47.52,95.03
486124,73.43,112.58
486382,26.17,30.19
486793,27.63,61.63
486897,67.13,242.71
486907,57.22,182.68
487114,201.12,382.13
487555,160.74,351.62
487862,69.32,96.44
487925,85.72,187.97
488049,116.86,186.49
488144,49.23,69.32
488346,41.6,78.68
489953,61.28,101.14
490020,104.54,225.99
490323,83.41,190.07
490353,40.27,97.4
490391,45.37,166.34
490534,52.72,100.38
490541,52.74,58.67
490595,123.54,215.41
490773,45.21,54.25
490951,57.76,165.61
490967,44.2,115.54
491260,65.3,80.37
491439,123.94,191.07
492181,62.55,109.47
493057,48.69,48.69
493258,44.02,54.6
493703,78.38,78.38
493825,79.57,116.03
494076,112.39,265.85
494316,45.21,53.34
494924,55.02,171.06
494990,43.73,114.97
495053,99.42,99.42
495418,51.74,89.75
495912,109.82,199.57
496266,69.32,99.46
497501,55.75,164.72
498184,50.82,108.17
498381,126.71,126.71
498735,40.18,85.39
498756,51.74,51.74
499313,92.78,135.53
499315,80.37,100.46
499368,100.32,168.94
499377,75.91,102.76
499441,82.38,107.49
499497,114.93,258.71
499509,101.37,107.7
500920,95.03,168.94
500944,73.86,109.82
500950,70.33,93.33
501598,31.08,51.79
501644,65.07,97.08
501646,68.15,97.37
501741,55.25,83.35
501995,527.97,527.97
502113,59.69,168.73
502198,57.45,278.76
502239,86.4,183.73
502279,64.38,200.32
502531,63.13,169.71
502864,95.03,147.83
503028,58.27,626.04
503105,95.03,114.04
503189,84.48,143.6
504602,58.43,107.11
505729,48.23,170.79
506227,67.27,76.88
506645,71.27,144.59
507806,55.76,96.32
508813,105.46,243.73
509349,72.33,105.48
509363,118.67,118.67
509402,63.58,98.66
509419,83.01,292.85
509463,49.44,141.45
509504,63.29,69.32
509667,73.33,73.33
509696,69.32,230.06
509744,75.35,75.35
509788,28.55,66.63
509804,40.18,65.3
509878,50.23,130.6
509977,43.2,155.72
510048,66.1,129.1
510124,39.18,68.32
510130,61.4,85.08
511011,46.57,131.99
512315,110.87,153.1
513113,263.98,337.9
513360,66.46,178.19
513605,234.08,330.52
513672,91.23,269.89
513810,44.2,150.69
514009,64.03,147.4
514438,100.51,296.19
514935,45.26,175.26
515437,168.94,362.98
515850,36.01,36.01
516293,81.38,135.63
516341,61.28,61.28
516635,50.23,95.44
516711,70.97,202.77
516942,82.36,380.13
516955,79.19,110.87
517341,107.7,126.71
517461,120.55,321.48
517643,46.91,118.85
517655,63.36,84.48
518171,40.18,80.37
518371,135.63,251.15
518420,72.33,175.81
518848,42.19,49.23
518911,68.06,222.82
519116,62.28,115.54
519520,111.15,284.59
520330,107.7,176.13
520361,66.52,70.75
520396,100.32,158.39
521153,140.65,155.72
521690,28.03,87.4
522694,66.8,123.96
522702,189.01,225.96
522841,194.73,262.89
522975,64.06,190.32
522993,63.36,99.0
523992,84.48,95.03
525300,79.19,121.43
525306,23.8,76.15
525729,23.8,59.49
526004,53.4,94.23
526320,22.61,59.49
526651,114.04,177.39
526690,72.86,93.98
528069,52.44,83.38
528472,35.16,104.49
528507,63.94,140.65
528664,76.33,194.29
529124,98.2,114.04
529409,81.38,206.75
529587,103.48,240.75
529665,78.49,144.59
529928,40.18,95.44
530149,35.16,50.23
530159,60.28,85.39
530627,129.21,250.32
530677,43.2,60.28
530780,31.34,68.22
530827,104.98,129.3
530987,50.23,120.55
531868,79.19,79.19
531916,49.42,54.9
531929,60.14,121.96
531943,68.64,79.19
532079,51.74,85.53
532372,76.43,170.41
532460,20.33,85.52
532479,111.29,368.99
533177,48.05,57.65
533585,26.56,55.33
533645,50.23,75.35
533768,47.52,73.91
534187,85.39,90.42
534440,100.31,116.16
534693,38.01,68.64
534932,89.75,100.32
535229,63.36,126.71
535471,92.74,235.82
535830,121.43,148.86
536243,51.07,111.02
536561,50.23,95.44
537211,55.51,93.93
537329,60.28,163.29
537718,54.25,90.42
538436,55.25,55.25
539137,64.03,69.2
539145,41.31,61.96
539149,149.75,149.75
539321,53.71,56.8
539386,43.82,63.29
539403,41.11,80.95
540602,47.59,71.39
540638,36.96,58.08
540679,71.27,100.32
540685,52.8,52.8
540718,68.64,142.55
540831,87.43,153.95
540854,90.81,124.86
540871,104.54,158.39
542452,73.68,262.26
542686,77.36,110.51
542794,80.56,102.24
543319,60.28,83.38
543590,65.89,95.03
544689,78.14,130.93
545149,91.87,137.27
545308,51.67,106.25
545827,146.99,291.25
546421,60.28,160.07
547240,56.07,93.98
547252,68.63,104.54
547503,41.7,58.27
548335,85.16,154.11
548459,72.86,116.16
548480,58.77,161.74
548593,71.81,116.16
549390,45.21,155.72
550379,80.37,95.44
550545,25.12,50.23
551092,60.28,130.6
551787,124.57,176.07
554060,44.2,92.32
554289,119.55,179.83
554887,50.23,92.43
555111,49.23,59.28
555350,112.58,112.58
556196,15.29,28.27
556344,65.22,95.78
556712,22.31,35.57
557262,85.68,155.79
557977,68.46,139.15
559048,64.55,107.58
559345,65.2,138.14
559386,82.63,113.6
559402,58.87,102.24
559446,75.39,166.79
559653,50.6,87.79
560975,31.27,49.0
561470,84.9,106.12
561476,79.19,153.1
561483,101.37,101.37
561486,73.91,73.91
561502,139.38,139.38
561520,52.8,52.8
561523,77.03,87.58
561595,100.1,152.05
561601,185.31,269.16
561614,58.07,63.36
561615,100.32,126.71
561616,78.14,101.37
561620,95.03,114.04
561681,47.52,52.8
561696,90.28,90.28
561704,31.68,105.59
561707,52.8,52.8
561708,89.33,107.7
561712,67.57,159.44
561714,80.78,93.98
561720,52.8,63.36
561724,73.91,116.16
561733,88.7,120.38
561744,104.54,178.45
561975,36.96,89.75
562099,99.04,109.47
562389,104.5,215.01
562439,55.25,75.35
562494,62.89,82.88
562541,28.93,139.64
562610,70.33,148.69
562700,59.28,67.31
562755,51.64,147.68
563128,73.33,179.83
563363,75.25,97.39
564015,69.69,86.58
564259,69.17,76.86
564619,289.69,495.22
565476,60.28,85.39
565731,43.82,58.43
565780,30.67,76.91
566290,45.4,86.58
566291,45.4,78.14
566298,147.83,200.62
566299,107.7,107.7
566316,89.75,125.66
566319,101.37,114.04
566329,82.36,164.72
566330,63.36,89.75
566334,52.8,52.8
566424,57.02,175.81
566538,196.41,456.68
566805,163.84,505.33
567767,48.57,138.89
567990,52.8,131.99
568348,28.18,97.25
568676,80.62,148.88
568678,47.52,131.99
568984,57.17,133.25
569237,123.77,170.49
570208,84.47,165.93
572314,27.77,105.59
575844,51.23,120.55
577169,85.39,120.55
577265,46.71,120.06
580867,67.31,89.41
581650,52.72,235.09
581772,45.21,75.35
582431,84.39,84.39
583511,127.55,323.37
584058,39.98,85.43
584121,63.36,162.19
585552,55.25,123.57
585801,70.76,212.06
586055,62.3,62.3
586087,33.31,38.07
586283,63.36,316.78
586492,69.69,95.03
586767,76.03,152.05
587096,41.18,100.32
588189,52.8,147.83
588314,109.19,257.19
588482,77.2,126.71
588903,43.2,95.44
588913,55.25,74.34
589027,58.29,88.7
589403,33.2,39.84
589508,94.94,190.88
589812,89.75,116.16
590097,68.64,142.55
590112,163.46,188.8
592638,101.37,158.39
592940,52.81,136.3
594212,35.92,51.47
594682,36.86,36.86
594965,35.16,79.37
596716,56.8,132.82
596868,78.14,173.18
598228,184.78,343.17
598498,25.34,53.22
598893,61.3,264.14
599061,52.8,58.07
599062,84.48,100.32
599069,71.81,71.81
599070,52.8,61.24
599162,171.06,248.14
599268,127.6,127.6
599305,72.86,72.86
599317,83.41,166.84
599347,101.37,139.38
599380,76.03,139.38
599443,100.32,147.83
599467,88.7,139.38
599477,95.93,147.83
599482,107.7,139.38
599598,49.01,169.12
599675,47.59,70.32
599706,88.7,174.86
599796,87.79,113.6
599816,76.43,97.08
599847,53.71,102.24
599895,50.19,74.36
599983,39.6,95.03
600043,148.09,148.09
600098,76.03,76.03
600420,34.39,75.91
600502,141.92,285.1
600506,92.92,104.54
600553,114.04,126.71
600575,55.44,133.05
600576,68.64,68.64
600620,36.49,114.68
600802,52.8,84.48
600806,73.86,110.87
600815,42.19,52.24
601049,67.92,93.13
601052,64.29,105.48
601518,17.85,72.81
601709,44.68,44.68
601979,53.04,108.3
602005,92.95,175.58
602140,114.04,114.04
602703,121.38,121.38
602737,30.14,68.32
602740,34.08,34.08
602789,19.73,35.08
602975,72.98,93.83
603205,73.91,160.5
603369,60.82,119.96
603416,88.7,101.37
603486,72.86,116.16
603508,72.86,100.32
604498,55.25,55.25
604572,32.78,46.82
606707,38.37,108.53
607110,93.98,131.99
607369,35.34,39.26
608235,53.24,90.42
608562,26.39,104.54
608718,95.03,211.19
608757,55.25,55.25
611551,236.09,236.09
615577,49.23,53.24
615693,87.43,112.77
615726,62.3,83.41
615755,63.36,68.64
616427,70.74,211.19
619550,31.65,641.32
620103,79.19,179.51
620890,47.22,112.89
621124,99.46,526.96
621136,82.1,180.23
621363,57.02,82.36
623418,109.5,199.92
623424,76.35,134.62
625115,157.34,178.45
625495,140.21,508.24
625898,164.56,188.82
626359,40.18,87.4
626436,89.41,132.61
626876,126.71,248.14
626952,63.0,226.18
627114,40.18,80.37
627295,51.23,110.51
627429,81.83,102.95
627499,107.7,114.04
627526,112.58,267.5
627815,105.59,185.85
627883,76.03,168.94
628138,176.32,274.26
628667,44.88,68.64
628704,80.78,158.39
628856,30.14,90.42
628920,75.04,101.35
628951,172.41,181.48
628954,38.44,68.23
628974,87.79,103.28
629103,60.93,102.24
630162,77.29,107.7
630454,105.59,205.9
630529,89.75,89.75
630908,118.78,424.48
631211,44.35,107.7
631250,58.07,73.91
631449,53.96,143.56
632894,232.3,364.29
633289,58.07,77.08
633351,78.19,140.74
633400,60.19,119.32
633464,25.24,50.46
633602,57.95,179.01
634807,55.25,100.46
634860,46.77,79.37
634876,82.36,107.7
634927,62.28,85.35
635133,36.9,67.31
635523,57.17,95.6
635677,70.33,150.69
635904,98.67,109.77
636267,68.64,89.75
636408,85.39,130.6
636519,58.07,76.03
636531,175.81,343.58
637988,51.74,77.08
638293,65.3,180.84
638539,69.32,142.66
639145,52.8,79.19
645430,60.28,73.33
645741,21.42,59.49
645885,35.69,83.28
645911,56.8,56.8
646019,25.94,52.11
646187,47.52,103.48
646222,24.11,124.35
646387,51.23,51.23
646857,73.33,90.42
646994,91.43,132.3
647305,126.71,221.74
647329,79.19,79.19
647347,34.27,64.25
647353,95.03,147.83
647374,54.74,87.58
647781,26.69,26.69
647885,80.78,100.32
647935,112.52,125.58
648194,58.91,148.87
648212,52.37,52.37
648225,58.07,98.2
649228,38.07,109.46
649247,55.25,119.55
650948,47.52,79.19
651016,95.03,95.03
651429,87.79,87.79
651660,95.03,95.03
